Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,LOS_Angle_Acceleration
252,52.3597,-83.2981,311.196,-0.026581,896609,-2319.51,327.199,-0.00204413,-0.00786714
253,52.368,-83.3136,311.169,-0.0255589,894289,-2319.48,327.197,-0.00196376,-0.00757192
254,52.3763,-83.3292,311.143,-0.0245454,891970,-2319.45,327.195,-0.00188406,-0.00727913
255,52.3845,-83.3447,311.119,-0.0235404,889650,-2319.43,327.194,-0.00180503,-0.00698878
256,52.3928,-83.3602,311.095,-0.0225439,887331,-2319.41,327.192,-0.00172667,-0.00670085
257,52.4011,-83.3757,311.073,-0.0215559,885011,-2319.4,327.19,-0.00164896,-0.00641534
258,52.4093,-83.3913,311.051,-0.0224598,882696,-2315.71,327.188,-0.00186155,-0.00613222
259,52.4176,-83.4068,311.029,-0.0205623,880376,-2319.4,327.187,-0.00149517,-0.00643077
260,52.4258,-83.4224,311.008,-0.0192656,878057,-2319.4,327.185,-0.00141754,-0.00595864
261,52.4341,-83.438,310.989,-0.0196909,875741,-2315.73,327.184,-0.00163372,-0.00536946
262,52.4423,-83.4535,310.969,-0.0176776,873422,-2319.42,327.182,-0.00126607,-0.00560591
263,52.4506,-83.4691,310.952,-0.0183059,871106,-2315.76,327.181,-0.00148445,-0.00512913
264,52.4588,-83.4847,310.933,-0.0158942,868787,-2319.47,327.18,-0.00111568,-0.00513085
265,52.4671,-83.5003,310.917,-0.0176867,866458,-2328.08,327.178,-0.00151103,-0.0045918
266,52.4753,-83.5159,310.9,-0.0165325,864143,-2315.84,327.177,-0.00126359,-0.00494002
267,52.4835,-83.5315,310.883,-0.0159396,861827,-2315.87,327.176,-0.00118922,-0.00487899
268,52.4918,-83.5471,310.867,-0.0128619,859507,-2319.58,327.175,-0.000816544,-0.00449667
269,52.5,-83.5628,310.854,-0.0128465,857191,-2315.95,327.174,-0.00104251,-0.0035957
270,52.5082,-83.5784,310.842,-0.0102901,854872,-2319.68,327.173,-0.000671305,-0.00352516
271,52.5164,-83.594,310.831,-0.0109017,852555,-2316.07,327.172,-0.000901834,-0.00298244
272,52.5247,-83.6097,310.82,-0.0104762,850239,-2316.14,327.172,-0.000833297,-0.00299923
273,52.5329,-83.6253,310.81,-0.0101448,847923,-2316.21,327.171,-0.000764034,-0.00307575
274,52.5411,-83.641,310.8,-0.0126167,845598,-2324.89,327.17,-0.00117484,-0.00289818
275,52.5493,-83.6566,310.787,-0.00810258,843278,-2320.02,327.169,-0.000318734,-0.00361451
276,52.5575,-83.6723,310.779,-0.00767911,840962,-2316.41,327.169,-0.000552747,-0.00243013
277,52.5657,-83.6879,310.771,-0.00629464,838645,-2316.5,327.168,-0.00048496,-0.00186439
278,52.5739,-83.7036,310.765,-0.00578203,836329,-2316.59,327.168,-0.000417853,-0.00182287
279,52.5822,-83.7193,310.759,-0.00503964,834012,-2316.69,327.168,-0.000351498,-0.00163951
280,52.5904,-83.735,310.754,-0.00421293,831695,-2316.79,327.167,-0.000285449,-0.00140401
281,52.5986,-83.7506,310.75,-0.00338241,829378,-2316.9,327.167,-0.000219933,-0.0011641
282,52.6068,-83.7663,310.747,-0.00581849,827053,-2325.65,327.166,-0.000644278,-0.000925523
283,52.615,-83.782,310.741,-0.00335264,824736,-2317.12,327.166,-8.95477e-05,-0.00166746
284,52.6232,-83.7977,310.737,-0.00197615,822418,-2317.23,327.166,-2.23448e-05,-0.00110455
285,52.6314,-83.8134,310.736,-0.00237047,820105,-2313.68,327.166,-0.000273116,-0.000341901
286,52.6396,-83.8291,310.733,-0.000315252,817787,-2317.48,327.166,0.000106537,-0.000616592
287,52.6478,-83.8448,310.733,0.000865769,815470,-2317.6,327.166,0.000170805,-0.000160235
288,52.656,-83.8605,310.734,-0.00106696,813143,-2326.39,327.166,-0.000263047,0.000410101
289,52.6642,-83.8763,310.733,-0.000618744,810829,-2314.21,327.166,-2.43493e-05,-0.000276917
290,52.6724,-83.892,310.732,0.00180126,808511,-2318.01,327.166,0.000359864,-0.000351561
291,52.6807,-83.9077,310.734,0.00383479,806193,-2318.15,327.167,0.000423587,0.000621591
292,52.6889,-83.9234,310.738,0.0032394,803878,-2314.64,327.167,0.000161317,0.00131407
293,52.6971,-83.9391,310.741,0.00190949,801551,-2327.12,327.167,4.15872e-05,0.000982401
294,52.7053,-83.9549,310.743,0.0025454,799236,-2314.96,327.167,0.000279762,0.000420312
295,52.7135,-83.9706,310.745,0.00553188,796917,-2318.77,327.168,0.000667679,0.000669255
296,52.7217,-83.9863,310.751,0.0055066,794602,-2315.27,327.168,0.000401389,0.00172418
297,52.7299,-84.002,310.756,0.00814966,792283,-2319.11,327.169,0.000787717,0.00176893
298,52.7381,-84.0178,310.765,0.00386088,789959,-2324.29,327.169,7.42461e-06,0.00229584
299,52.7463,-84.0335,310.768,0.00795979,787639,-2319.47,327.17,0.000903724,0.00118953
300,52.7545,-84.0492,310.776,0.00755608,785323,-2315.98,327.171,0.000632266,0.00203856
301,52.7628,-84.065,310.784,0.00867908,783007,-2316.17,327.171,0.00068849,0.00249209
302,52.771,-84.0807,310.793,0.00785775,780678,-2328.69,327.172,0.000565434,0.00246232
303,52.7792,-84.0965,310.8,0.00900897,778362,-2316.55,327.173,0.000801023,0.00224046
304,52.7874,-84.1122,310.809,0.00990894,776045,-2316.74,327.174,0.000857767,0.00255689
305,52.7956,-84.1279,310.819,0.0109336,773728,-2316.93,327.175,0.000913455,0.00295277
306,52.8038,-84.1437,310.83,0.00830019,771402,-2325.83,327.175,0.000449155,0.00319957
307,52.8121,-84.1594,310.839,0.0106919,769085,-2317.34,327.176,0.00102332,0.00236616
308,52.8203,-84.1752,310.849,0.0142595,766764,-2321.19,327.177,0.00142211,0.00291204
309,52.8285,-84.1909,310.864,0.0147208,764446,-2317.75,327.179,0.00113475,0.00435287
310,52.8368,-84.2066,310.878,0.0117903,762119,-2326.68,327.179,0.000660785,0.00445128
311,52.845,-84.2224,310.89,0.0135564,759801,-2318.2,327.18,0.00123661,0.00324048
312,52.8532,-84.2381,310.904,0.0146685,757483,-2318.42,327.182,0.00129082,0.00369445
313,52.8615,-84.2539,310.918,0.0162481,755164,-2318.64,327.183,0.00134327,0.00443755
314,52.8697,-84.2696,310.935,0.0113155,752840,-2323.94,327.184,0.00051523,0.00475585
315,52.8779,-84.2853,310.946,0.0148747,750521,-2319.11,327.185,0.00144537,0.0031981
316,52.8862,-84.3011,310.961,0.0165237,748202,-2319.32,327.187,0.00150091,0.00397048
317,52.8944,-84.3168,310.977,0.0152624,745873,-2328.27,327.188,0.00101874,0.00510237
318,52.9027,-84.3326,310.992,0.0179833,743554,-2319.8,327.189,0.00160344,0.00443917
319,52.9109,-84.3483,311.01,0.0192599,741234,-2320.04,327.191,0.00165481,0.00500295
320,52.9192,-84.364,311.03,0.0149376,738908,-2325.37,327.192,0.000808463,0.00575939
321,52.9274,-84.3798,311.045,0.01871,736588,-2320.54,327.193,0.00175223,0.00427899
322,52.9357,-84.3955,311.063,0.0203644,734267,-2320.78,327.195,0.00180471,0.00506593
323,52.944,-84.4112,311.084,0.0201552,731949,-2317.39,327.197,0.00149267,0.00620565
324,52.9522,-84.427,311.104,0.0188134,729619,-2330.03,327.198,0.00135556,0.00588183
325,52.9605,-84.4427,311.123,0.01915,727302,-2317.92,327.2,0.00158453,0.00522833
326,52.9688,-84.4584,311.142,0.0222427,724980,-2321.81,327.202,0.00199724,0.00542287
327,52.977,-84.4741,311.164,0.0208068,722649,-2330.82,327.203,0.00149709,0.00650922
328,52.9853,-84.4899,311.185,0.0215542,720330,-2318.71,327.205,0.00172444,0.00611634
329,52.9936,-84.5056,311.206,0.024181,718008,-2322.61,327.207,0.00213893,0.00601983
330,53.0019,-84.5213,311.231,0.0200823,715680,-2328,327.208,0.0012619,0.00702936
331,53.0102,-84.537,311.251,0.0220537,713360,-2319.53,327.21,0.00185862,0.00587649
332,53.0185,-84.5527,311.273,0.0251119,711037,-2323.43,327.212,0.00227879,0.00601618
333,53.0268,-84.5684,311.298,0.0216271,708708,-2328.83,327.214,0.00139307,0.00742908
334,53.0351,-84.5842,311.32,0.0262817,706384,-2323.99,327.216,0.00236928,0.00635531
335,53.0434,-84.5999,311.346,0.0255399,704063,-2320.64,327.218,0.00203874,0.00725275
336,53.0517,-84.6156,311.371,0.0228588,701733,-2329.7,327.22,0.00151702,0.00766857
337,53.06,-84.6313,311.394,0.0272858,699409,-2324.86,327.222,0.00250208,0.00642286
338,53.0683,-84.647,311.421,0.0270276,697087,-2321.51,327.224,0.00216658,0.00763277
339,53.0766,-84.6627,311.449,0.0270389,694753,-2334.21,327.226,0.00202205,0.00812901
340,53.085,-84.6783,311.476,0.0416605,692425,-2327.85,327.231,0.00435337,0.00764162
341,53.0933,-84.694,311.517,0.0661752,690087,-2337.54,327.238,0.00689682,0.0120464
342,53.1016,-84.7097,311.583,0.100591,687749,-2338.54,327.248,0.0100061,0.020196
343,53.11,-84.7254,311.684,0.135061,685400,-2348.48,327.26,0.0125226,0.0304233
344,53.1184,-84.741,311.819,0.175519,683059,-2341.02,327.276,0.0161566,0.0403394
345,53.1268,-84.7566,311.995,0.209147,680712,-2347.69,327.295,0.0182154,0.0518597
346,53.1352,-84.7721,312.204,0.248681,678359,-2352.97,327.316,0.0215968,0.0615763
347,53.1437,-84.7876,312.452,0.280318,676011,-2347.56,327.34,0.0237624,0.0721217
348,53.1522,-84.8031,312.733,0.316052,673662,-2349.51,327.367,0.0266798,0.0816065
349,53.1607,-84.8184,313.049,0.348772,671314,-2347.95,327.396,0.0291681,0.091288
350,53.1694,-84.8337,313.398,0.386703,668972,-2341.27,327.428,0.0326036,0.100821
351,53.178,-84.8489,313.784,0.408739,666635,-2337.92,327.462,0.0332288,0.111848
352,53.1868,-84.864,314.193,0.426312,664296,-2338.25,327.496,0.0342076,0.118419
353,53.1956,-84.879,314.619,0.433371,661952,-2343.85,327.53,0.0341655,0.122194
354,53.2044,-84.8939,315.053,0.429655,659610,-2342.27,327.563,0.033284,0.123673
355,53.2134,-84.9087,315.482,0.426516,657275,-2335.39,327.597,0.0333873,0.122135
356,53.2224,-84.9234,315.909,0.41967,654929,-2346.12,327.629,0.0323121,0.121181
357,53.2314,-84.9379,316.329,0.412979,652581,-2347.92,327.661,0.0318285,0.118934
358,53.2406,-84.9524,316.741,0.406055,650231,-2349.63,327.692,0.0313512,0.116538
359,53.2498,-84.9667,317.148,0.400008,647880,-2351.25,327.723,0.0308806,0.114654
360,53.259,-84.981,317.548,0.394233,645527,-2352.78,327.753,0.0304161,0.11292
361,53.2683,-84.9951,317.942,0.388533,643173,-2354.24,327.783,0.0299569,0.111222
362,53.2777,-85.0091,318.33,0.379463,640821,-2352.06,327.812,0.0290797,0.109546
363,53.2871,-85.0231,318.71,0.375864,638464,-2356.91,327.842,0.0290548,0.107043
364,53.2966,-85.0369,319.086,0.370816,636106,-2358.13,327.87,0.0286153,0.105689
365,53.3061,-85.0506,319.456,0.362666,633750,-2355.75,327.898,0.0277497,0.10453
366,53.3157,-85.0643,319.819,0.35666,631381,-2369.3,327.925,0.0271409,0.102184
367,53.3253,-85.0778,320.176,0.352503,629019,-2361.4,327.952,0.0273238,0.0996927
368,53.335,-85.0912,320.528,0.34522,626661,-2358.82,327.979,0.0264723,0.0990046
369,53.3447,-85.1046,320.874,0.343238,624297,-2363.26,328.005,0.0264937,0.0973604
370,53.3545,-85.1178,321.217,0.335355,621937,-2360.57,328.031,0.0256479,0.0963
371,53.3643,-85.131,321.552,0.333009,619572,-2364.89,328.057,0.0256815,0.0944136
372,53.3742,-85.144,321.885,0.325129,617210,-2362.1,328.081,0.0248411,0.0933375
373,53.3841,-85.157,322.21,0.319402,614847,-2362.79,328.106,0.0244442,0.0914753
374,53.3941,-85.1699,322.53,0.314098,612471,-2375.9,328.13,0.0238835,0.0895485
375,53.4041,-85.1827,322.844,0.307945,610107,-2364.01,328.153,0.023674,0.0876733
376,53.4141,-85.1954,323.152,0.303292,607742,-2364.55,328.177,0.0232984,0.0863795
377,53.4242,-85.208,323.455,0.298846,605377,-2365.04,328.2,0.0229289,0.0851881
378,53.4343,-85.2205,323.754,0.294222,603012,-2365.5,328.222,0.0225638,0.0838777
379,53.4445,-85.2329,324.048,0.289958,600634,-2378.4,328.244,0.0220325,0.0825487
380,53.4547,-85.2453,324.338,0.284429,598267,-2366.29,328.266,0.0218476,0.0808908
381,53.4649,-85.2576,324.622,0.280095,595901,-2366.63,328.288,0.0214969,0.0797052
382,53.4752,-85.2698,324.903,0.275939,593534,-2366.93,328.309,0.0211519,0.0786059
383,53.4855,-85.2819,325.178,0.268323,591157,-2376.21,328.329,0.0201759,0.0773851
384,53.4959,-85.2939,325.447,0.26157,588794,-2363.96,328.349,0.0200087,0.074874
385,53.5062,-85.3059,325.708,0.260012,586426,-2367.64,328.369,0.0201523,0.073137
386,53.5166,-85.3177,325.968,0.254162,584049,-2376.84,328.388,0.0191935,0.0729317
387,53.5271,-85.3295,326.223,0.252376,581681,-2367.97,328.408,0.0195188,0.0711357
388,53.5376,-85.3413,326.475,0.249284,579313,-2368.09,328.427,0.0192087,0.0705406
389,53.5481,-85.3529,326.724,0.239403,576939,-2373.75,328.445,0.0177735,0.0701019
390,53.5586,-85.3645,326.964,0.238966,574571,-2368.26,328.463,0.0185962,0.0668805
391,53.5691,-85.376,327.203,0.229272,572197,-2373.89,328.481,0.0171692,0.0665365
392,53.5797,-85.3874,327.432,0.230825,569829,-2368.34,328.499,0.0180147,0.0643892
393,53.5903,-85.3988,327.663,0.228881,567460,-2368.34,328.516,0.0177347,0.0643602
394,53.601,-85.4101,327.892,0.220058,565086,-2373.93,328.533,0.0163028,0.0645658
395,53.6116,-85.4213,328.112,0.216606,562722,-2364.85,328.549,0.0166781,0.061519
396,53.6223,-85.4325,328.328,0.212716,560344,-2377.32,328.566,0.0162407,0.0603053
397,53.633,-85.4436,328.541,0.209634,557980,-2364.74,328.582,0.0161417,0.0595431
398,53.6438,-85.4546,328.751,0.202916,555606,-2373.73,328.597,0.0152131,0.0588253
399,53.6546,-85.4656,328.953,0.20505,553238,-2368.01,328.613,0.0161254,0.0567269
400,53.6653,-85.4765,329.159,0.196801,550864,-2373.54,328.628,0.014701,0.0572762
401,53.6761,-85.4874,329.355,0.195689,548500,-2364.34,328.643,0.0151202,0.0553931
402,53.687,-85.4982,329.551,0.188777,546127,-2373.29,328.657,0.0142018,0.0545519
403,53.6978,-85.5089,329.74,0.18823,543763,-2364.06,328.672,0.0146385,0.0529159
404,53.7087,-85.5196,329.928,0.182291,541390,-2373,328.685,0.0137262,0.0526416
405,53.7196,-85.5302,330.11,0.182128,539026,-2363.74,328.7,0.0141769,0.051163
406,53.7305,-85.5408,330.292,0.176277,536653,-2372.67,328.713,0.0132677,0.0509418
407,53.7414,-85.5513,330.469,0.17228,534281,-2372.49,328.726,0.0130428,0.0494909
408,53.7524,-85.5617,330.641,0.172165,531917,-2363.19,328.739,0.0135168,0.0479264
409,53.7634,-85.5721,330.813,0.167399,529545,-2372.11,328.752,0.0126138,0.0483422
410,53.7744,-85.5825,330.981,0.163817,527173,-2371.9,328.764,0.0124015,0.0470858
411,53.7854,-85.5928,331.144,0.163952,524811,-2362.57,328.777,0.0128942,0.0455767
412,53.7964,-85.603,331.308,0.155417,522443,-2368.06,328.789,0.0114582,0.0460499
413,53.8074,-85.6132,331.464,0.154016,520072,-2371.25,328.801,0.011794,0.0437558
414,53.8185,-85.6234,331.618,0.155016,517710,-2361.9,328.813,0.0123119,0.0426376
415,53.8296,-85.6335,331.773,0.147528,515342,-2367.38,328.824,0.0108734,0.0437503
416,53.8406,-85.6435,331.92,0.146524,512972,-2370.56,328.835,0.0112291,0.0416176
417,53.8517,-85.6535,332.067,0.147771,510611,-2361.18,328.847,0.0117653,0.0405557
418,53.8629,-85.6635,332.215,0.14033,508244,-2366.67,328.857,0.0103199,0.0417324
419,53.874,-85.6734,332.355,0.135506,505877,-2366.42,328.867,0.0101378,0.0396154
420,53.8851,-85.6833,332.49,0.134695,503508,-2369.58,328.878,0.0105267,0.037474
421,53.8963,-85.6931,332.625,0.134276,501151,-2356.77,328.888,0.0105317,0.0376376
422,53.9075,-85.7029,332.759,0.133531,498782,-2369.07,328.899,0.010207,0.0380817
423,53.9187,-85.7127,332.893,0.127478,496417,-2365.42,328.908,0.00947837,0.0375361
424,53.9299,-85.7224,333.02,0.1232,494051,-2365.16,328.917,0.00931707,0.0356568
425,53.9411,-85.7321,333.144,0.119837,491687,-2364.91,328.926,0.00916643,0.0342767
426,53.9523,-85.7417,333.263,0.12217,489331,-2355.48,328.936,0.00976375,0.0335578
427,53.9636,-85.7513,333.386,0.122339,486963,-2367.78,328.946,0.00946145,0.0344896
428,53.9748,-85.7608,333.508,0.117493,484599,-2364.13,328.954,0.00873531,0.0346362
429,53.9861,-85.7704,333.625,0.113622,482235,-2363.87,328.963,0.00858916,0.032936
430,53.9973,-85.7798,333.739,0.110445,479872,-2363.6,328.971,0.00845207,0.0316098
431,54.0086,-85.7893,333.85,0.108424,477508,-2363.35,328.98,0.00832203,0.0309403
432,54.0199,-85.7987,333.958,0.106721,475145,-2363.09,328.988,0.00819672,0.0304397
433,54.0312,-85.8081,334.065,0.100913,472786,-2359.46,328.995,0.0074758,0.0299743
434,54.0425,-85.8174,334.166,0.101512,470423,-2362.58,329.003,0.00795655,0.028327
435,54.0539,-85.8268,334.267,0.100701,468061,-2362.33,329.011,0.00784716,0.0282904
436,54.0652,-85.836,334.368,0.100323,465699,-2362.07,329.019,0.00773616,0.028517
437,54.0765,-85.8453,334.468,0.0991258,463337,-2361.82,329.027,0.00762485,0.0282588
438,54.0879,-85.8545,334.567,0.0934255,460979,-2358.19,329.034,0.00689855,0.0278702
439,54.0993,-85.8637,334.661,0.094224,458618,-2361.31,329.041,0.0074068,0.0262374
440,54.1106,-85.8729,334.755,0.089251,456260,-2357.69,329.048,0.0066861,0.0262529
441,54.122,-85.882,334.844,0.0912847,453899,-2360.81,329.055,0.00721022,0.0252925
442,54.1334,-85.8911,334.935,0.0909982,451538,-2360.56,329.062,0.00711811,0.0254968
443,54.1448,-85.9002,335.026,0.0865124,449182,-2356.95,329.068,0.00638909,0.0258311
444,54.1562,-85.9093,335.113,0.0833848,446825,-2356.7,329.075,0.00629063,0.0243723
445,54.1676,-85.9183,335.196,0.085217,444465,-2359.81,329.081,0.00684132,0.0231911
446,54.179,-85.9273,335.282,0.0815057,442109,-2356.22,329.088,0.00611581,0.0239652
447,54.1905,-85.9363,335.363,0.079623,439753,-2355.97,329.094,0.00602778,0.0232036
448,54.2019,-85.9452,335.443,0.0818831,437394,-2359.09,329.1,0.0065975,0.0222035
449,54.2133,-85.9541,335.525,0.0782558,435038,-2355.5,329.106,0.00586644,0.0230459
450,54.2248,-85.963,335.603,0.0764374,432683,-2355.26,329.112,0.00578331,0.0223023
451,54.2362,-85.9719,335.679,0.0689403,430319,-2364.26,329.117,0.00487826,0.02131
452,54.2477,-85.9807,335.748,0.0702433,427964,-2354.8,329.122,0.00563834,0.0192084
453,54.2592,-85.9896,335.818,0.0703179,425609,-2354.59,329.128,0.00558202,0.0194819
454,54.2706,-85.9984,335.889,0.0756609,423252,-2357.71,329.134,0.00619725,0.0201382
455,54.2821,-86.0072,335.964,0.0681541,420901,-2350.79,329.139,0.0047789,0.0214731
456,54.2936,-86.0159,336.033,0.0634845,418538,-2363.16,329.143,0.00453756,0.0194597
457,54.3051,-86.0247,336.096,0.0648623,416184,-2353.7,329.149,0.00533278,0.0172496
458,54.3166,-86.0334,336.161,0.0660727,413830,-2353.49,329.154,0.00528715,0.0181556
459,54.3281,-86.0421,336.227,0.0671881,411477,-2353.27,329.159,0.00523655,0.0190251
460,54.3396,-86.0508,336.294,0.0612947,409115,-2362.31,329.164,0.00431466,0.019067
461,54.3511,-86.0595,336.355,0.0633164,406762,-2352.84,329.169,0.00512787,0.0171634
462,54.3627,-86.0681,336.419,0.0588146,404413,-2349.3,329.173,0.00437546,0.0175471
463,54.3742,-86.0767,336.478,0.0622283,402060,-2352.42,329.178,0.00503865,0.0168794
464,54.3857,-86.0853,336.54,0.0570979,399699,-2361.49,329.182,0.00411359,0.0173959
465,54.3973,-86.0939,336.597,0.0556694,397350,-2348.69,329.187,0.00423363,0.0162488
466,54.4088,-86.1025,336.653,0.0589707,394998,-2351.82,329.191,0.00492252,0.0154143
467,54.4204,-86.1111,336.712,0.0501151,392641,-2357.57,329.195,0.00325967,0.0167212
468,54.4319,-86.1196,336.762,0.0566867,390289,-2351.43,329.2,0.00485671,0.0143235
469,54.4435,-86.1281,336.818,0.0475306,387932,-2357.2,329.203,0.00318593,0.0154859
470,54.455,-86.1366,336.866,0.0504785,385584,-2347.73,329.207,0.00406337,0.0138479
471,54.4666,-86.1451,336.916,0.0553235,383234,-2350.87,329.212,0.00479668,0.0137597
472,54.4782,-86.1536,336.972,0.0477617,380877,-2356.65,329.215,0.00309612,0.015989
473,54.4898,-86.162,337.019,0.0498173,378530,-2347.18,329.219,0.00398868,0.0137593
474,54.5013,-86.1705,337.069,0.0483666,376170,-2359.61,329.223,0.00380106,0.0134926
475,54.5129,-86.1789,337.118,0.049748,373823,-2346.82,329.226,0.00395088,0.0138737
476,54.5245,-86.1873,337.167,0.0438538,371467,-2355.94,329.229,0.00298517,0.0141191
477,54.5361,-86.1957,337.211,0.0469445,369121,-2346.47,329.233,0.00391283,0.0123577
478,54.5477,-86.2041,337.258,0.0478987,366775,-2346.3,329.237,0.00390466,0.0129618
479,54.5593,-86.2125,337.306,0.0431294,364419,-2355.42,329.24,0.00292664,0.0139284
480,54.5709,-86.2209,337.349,0.0463844,362073,-2345.95,329.244,0.00387412,0.0121845
481,54.5825,-86.2292,337.396,0.0409926,359718,-2355.09,329.247,0.00289323,0.0127955
482,54.5941,-86.2376,337.437,0.0392763,357363,-2354.92,329.25,0.00287813,0.0118372
483,54.6057,-86.2459,337.476,0.0438467,355018,-2345.46,329.254,0.00386125,0.010727
484,54.6174,-86.2542,337.52,0.0402438,352663,-2354.61,329.257,0.00287346,0.0124343
485,54.629,-86.2625,337.56,0.0399543,350321,-2341.83,329.26,0.00303594,0.0117419
486,54.6406,-86.2708,337.6,0.0377571,347967,-2354.29,329.262,0.00286059,0.0110102
487,54.6522,-86.279,337.638,0.0437588,345622,-2344.82,329.266,0.00387226,0.0106376
488,54.6639,-86.2873,337.681,0.034459,343271,-2350.69,329.268,0.002019,0.0124468
489,54.6755,-86.2956,337.716,0.0360985,340918,-2353.83,329.271,0.00285633,0.0100452
490,54.6871,-86.3038,337.752,0.042059,338573,-2344.36,329.275,0.00390059,0.00951434
491,54.6988,-86.312,337.794,0.0341005,336223,-2350.24,329.277,0.00201564,0.0122505
492,54.7104,-86.3203,337.828,0.0362279,333870,-2353.39,329.28,0.00287522,0.0100506
493,54.7221,-86.3285,337.864,0.0364728,331529,-2340.62,329.283,0.00306548,0.0095537
494,54.7337,-86.3367,337.901,0.0373326,329176,-2353.1,329.286,0.00290154,0.0106053
495,54.7454,-86.3449,337.938,0.0315567,326826,-2349.66,329.288,0.00202213,0.0107139
496,54.757,-86.353,337.97,0.0354357,324486,-2340.18,329.291,0.00309817,0.00880651
497,54.7687,-86.3612,338.005,0.0361778,322133,-2352.67,329.294,0.00294499,0.00974828
498,54.7804,-86.3694,338.041,0.0316106,319784,-2349.24,329.296,0.00204992,0.0106383
499,54.792,-86.3775,338.073,0.0287561,317435,-2349.1,329.298,0.00205739,0.00890828
500,54.8037,-86.3857,338.102,0.0341553,315095,-2339.63,329.301,0.00318076,0.00771503
501,54.8154,-86.3938,338.136,0.0304574,312747,-2348.84,329.303,0.00210579,0.00973063
502,54.827,-86.4019,338.166,0.029426,310398,-2348.71,329.306,0.0021206,0.00905761
503,54.8387,-86.41,338.196,0.0341275,308046,-2351.86,329.309,0.00309068,0.00795242
504,54.8504,-86.4181,338.23,0.0382035,305707,-2339.09,329.312,0.00330286,0.00965417
505,54.8621,-86.4262,338.268,0.0336544,303359,-2348.3,329.314,0.00217843,0.0113502
506,54.8738,-86.4343,338.302,0.0307894,301011,-2348.15,329.316,0.00217881,0.00964186
507,54.8855,-86.4424,338.333,0.0219406,298666,-2344.74,329.318,0.00121894,0.00822456
508,54.8971,-86.4505,338.354,0.0250383,296318,-2347.9,329.32,0.00222939,0.00601222
509,54.9088,-86.4585,338.38,0.0266072,293970,-2347.8,329.322,0.0022852,0.00672518
510,54.9205,-86.4666,338.406,0.0289338,291622,-2347.69,329.324,0.0023319,0.00792655
511,54.9322,-86.4746,338.435,0.0377291,289284,-2338.19,329.328,0.00356276,0.00833939
512,54.9439,-86.4827,338.473,0.0274757,286940,-2344.15,329.329,0.00137669,0.0109026
513,54.9556,-86.4907,338.5,0.029851,284593,-2347.28,329.332,0.00240434,0.00818682
514,54.9673,-86.4987,338.53,0.0292076,282246,-2347.15,329.334,0.00244111,0.00765691
515,54.979,-86.5067,338.559,0.0238874,279902,-2343.76,329.336,0.00142992,0.00854903
516,54.9907,-86.5148,338.583,0.0282484,277555,-2346.91,329.338,0.00251378,0.00679593
517,55.0024,-86.5228,338.611,0.0228599,275211,-2343.53,329.34,0.001502,0.00764826
518,55.0142,-86.5308,338.634,0.0289091,272865,-2346.68,329.342,0.00261109,0.00680248
519,55.0259,-86.5387,338.663,0.0238826,270521,-2343.3,329.344,0.00158338,0.00793507
520,55.0376,-86.5467,338.687,0.0300915,268175,-2346.44,329.347,0.00270983,0.00711473
521,55.0493,-86.5547,338.717,0.0249473,265832,-2343.06,329.348,0.00165934,0.00826889
522,55.061,-86.5627,338.742,0.023732,263489,-2342.94,329.35,0.00168956,0.00742257
523,55.0727,-86.5706,338.766,0.0222632,261146,-2342.83,329.352,0.0017364,0.00635816
524,55.0845,-86.5786,338.788,0.0300599,258800,-2345.98,329.355,0.00292487,0.00623922
525,55.0962,-86.5865,338.818,0.0268227,256458,-2342.61,329.356,0.00184209,0.00866153
526,55.1079,-86.5945,338.845,0.0260671,254115,-2342.48,329.358,0.00187169,0.00809244
527,55.1196,-86.6024,338.871,0.0245539,251773,-2342.36,329.36,0.00191238,0.00702604
528,55.1314,-86.6103,338.896,0.0246415,249430,-2342.24,329.362,0.00196008,0.00688839
529,55.1431,-86.6182,338.92,0.0252136,247088,-2342.13,329.364,0.00201282,0.00702011
530,55.1548,-86.6261,338.945,0.0165952,244737,-2351.42,329.365,0.000670301,0.00719933
531,55.1666,-86.634,338.962,0.0219314,242395,-2341.92,329.367,0.00212807,0.00459835
532,55.1783,-86.6419,338.984,0.0244174,240053,-2341.82,329.369,0.00221453,0.0057392
533,55.1901,-86.6498,339.008,0.0278108,237711,-2341.71,329.371,0.00228189,0.00749921
534,55.2018,-86.6577,339.036,0.0291748,235370,-2341.59,329.374,0.0023348,0.00810394
535,55.2136,-86.6656,339.065,0.0298719,233028,-2341.46,329.376,0.00237579,0.00835776
536,55.2253,-86.6735,339.095,0.0120223,230681,-2347.5,329.376,-0.000340652,0.00853243
537,55.237,-86.6813,339.107,0.021829,228340,-2341.22,329.378,0.00247076,0.00317022
538,55.2488,-86.6892,339.129,0.0259443,225999,-2341.14,329.381,0.0025828,0.00518349
539,55.2606,-86.6971,339.155,0.0230218,223661,-2337.79,329.382,0.00133847,0.00843286
540,55.2723,-86.7049,339.178,0.0294944,221320,-2340.91,329.385,0.00271625,0.00677437
541,55.2841,-86.7128,339.208,0.0216402,218970,-2350.21,329.386,0.00123064,0.00796828
542,55.2958,-86.7206,339.229,0.0207014,216632,-2337.43,329.388,0.00147253,0.00650895
