Time,Heading_Angle,Flight_Path_Angle,Radial_Distance,Longitude,Latitude,Lift,Bank_Angle,LOS_Distance_Lateral,Altitude_Error,Delta_V_Lateral,LOS_Angle_Lateral,LOS_Angle_Longitudnal,Reaction_Jet_Lateral,Reaction_Jet_Longitudnal
687.98,340.316,-0.0270257,6.381e+06,-86.7959,56.0595,9.50418,2.76082,719.523,0.208864,37.2676,334.242,-0.0162972,3,0
687.99,340.316,-0.0270257,6.381e+06,-86.796,56.0596,9.50418,2.76082,696.232,0.202259,37.2676,334.422,-0.0162972,3,0
688,340.316,-0.0270257,6.381e+06,-86.7961,56.0597,9.50418,2.76082,672.948,0.195654,52.1424,334.614,-0.0166583,3,0
688.01,341.532,-0.0270129,6.381e+06,-86.7961,56.0599,9.50418,2.76082,649.701,0.189052,52.1424,334.793,-0.0166583,3,0
688.02,341.532,-0.0270129,6.381e+06,-86.7962,56.06,9.50418,2.76082,626.46,0.18245,52.1424,334.986,-0.0166583,3,0
688.03,341.532,-0.0270129,6.381e+06,-86.7963,56.0601,9.50418,2.76082,603.227,0.175848,52.1424,335.194,-0.0166583,3,0
688.04,341.532,-0.0270129,6.381e+06,-86.7964,56.0602,9.50418,2.76082,580.003,0.169246,52.1424,335.419,-0.0166583,3,0
688.05,341.532,-0.0270129,6.381e+06,-86.7964,56.0603,9.50418,2.76082,556.788,0.162644,52.1424,335.662,-0.0166583,3,0
688.06,341.532,-0.0270129,6.381e+06,-86.7965,56.0605,9.50418,2.76082,533.585,0.156042,52.1424,335.927,-0.0166583,3,0
688.07,341.532,-0.0270129,6.381e+06,-86.7966,56.0606,9.50418,2.76082,510.394,0.14944,52.1424,336.215,-0.0166583,3,0
688.08,341.532,-0.0270129,6.381e+06,-86.7967,56.0607,9.50418,2.76082,487.216,0.142837,52.1424,336.531,-0.0166583,3,0
688.09,341.532,-0.0270129,6.381e+06,-86.7967,56.0608,9.50418,2.76082,464.056,0.136235,52.1424,336.879,-0.0166583,3,0
688.1,341.532,-0.0270129,6.381e+06,-86.7968,56.0609,9.50418,2.76082,440.914,0.129633,52.1424,337.263,-0.0166583,3,0
688.11,341.532,-0.0270129,6.381e+06,-86.7969,56.061,9.50418,2.76082,417.794,0.123031,52.1424,337.69,-0.0166583,3,0
688.12,341.532,-0.0270129,6.381e+06,-86.797,56.0612,9.50418,2.76082,394.7,0.116429,52.1424,338.166,-0.0166583,3,0
688.13,341.532,-0.0270129,6.381e+06,-86.797,56.0613,9.50418,2.76082,371.637,0.109827,52.1424,338.702,-0.0166583,3,0
688.14,341.532,-0.0270129,6.381e+06,-86.7971,56.0614,9.50418,2.76082,348.611,0.103225,52.1424,339.309,-0.0166583,3,0
688.15,341.532,-0.0270129,6.381e+06,-86.7972,56.0615,9.50418,2.76082,325.629,0.096623,52.1424,340.001,-0.0166583,3,0
688.16,341.532,-0.0270129,6.381e+06,-86.7972,56.0616,9.50418,2.76082,302.702,0.090021,52.1424,340.798,-0.0166583,3,0
688.17,341.532,-0.0270129,6.381e+06,-86.7973,56.0618,9.50418,2.76082,279.843,0.0834189,52.1424,341.726,-0.0166583,3,0
688.18,341.532,-0.0270129,6.381e+06,-86.7974,56.0619,9.50418,2.76082,257.071,0.0768168,52.1424,342.819,-0.0166583,3,0
688.19,341.532,-0.0270129,6.381e+06,-86.7975,56.062,9.50418,2.76082,234.41,0.0702148,52.1424,344.123,-0.0166583,3,0
688.2,341.532,-0.0270129,6.381e+06,-86.7975,56.0621,9.50418,2.76082,211.897,0.0636127,52.1424,345.705,-0.0166583,3,0
688.21,341.532,-0.0270129,6.381e+06,-86.7976,56.0622,9.50418,2.76082,189.584,0.0570107,52.1424,347.662,-0.0166583,3,0
688.22,341.532,-0.0270129,6.381e+06,-86.7977,56.0624,9.50418,2.76082,167.55,0.0504086,52.1424,350.137,-0.0166583,3,0
688.23,341.532,-0.0270129,6.381e+06,-86.7978,56.0625,9.50418,2.76082,145.924,0.0438065,52.1424,353.354,-0.0166583,3,0
688.24,341.532,-0.0270129,6.381e+06,-86.7978,56.0626,9.50418,2.76082,124.915,0.0372045,52.1424,357.669,-0.0166583,3,0
688.25,341.532,-0.0270129,6.381e+06,-86.7979,56.0627,9.50418,2.76082,104.897,0.0306024,52.1424,3.67855,-0.0166583,3,0
688.26,341.532,-0.0270129,6.381e+06,-86.798,56.0628,9.50418,2.76082,86.5585,0.0240004,52.1424,12.368,-0.0166583,3,0
