Time,Heading_Angle,Flight_Path_Angle,Radial_Distance,Longitude,Latitude,Lift,Bank_Angle,LOS_Distance_Lateral,Altitude_Error,Delta_V_Lateral,LOS_Angle_Lateral,LOS_Angle_Longitudnal,Reaction_Jet_Lateral,Reaction_Jet_Longitudnal
1,0,0,6.371e+06,-80,50,0,0,1.48941e+06,-10000,0,328.548,0.384683,0,0
2,328.548,0.384683,6.3818e+06,-80,50,0,0,1.48841e+06,800,-65.8569,328.546,-0.0307957,0,0
3,328.546,-0.0307957,6.3818e+06,-80,50,0,0,1.48742e+06,800,-65.6218,328.543,-0.0308163,0,0
4,328.543,-0.0308163,6.3818e+06,-80,50,0,0,1.48642e+06,800,-61.369,328.541,-0.0308369,0,0
5,328.541,-0.0308369,6.3818e+06,-80,50,0,0,1.48542e+06,800,-65.1472,328.538,-0.0308576,0,0
6,328.538,-0.0308576,6.3818e+06,-80,50,0,0,1.48442e+06,800,-72.6091,328.535,-0.0308784,0,0
7,328.535,-0.0308784,6.3818e+06,-80,50,0,0,1.48342e+06,800,-60.6582,328.533,-0.0308992,0,0
8,328.533,-0.0308992,6.3818e+06,-80,50,0,0,1.48243e+06,800,-64.4399,328.531,-0.0309199,0,0
9,328.531,-0.0309199,6.3818e+06,-80,50,0,0,1.48143e+06,800,-64.204,328.528,-0.0309407,0,0
10,328.528,-0.0309407,6.3818e+06,-80,50,0,0,1.48044e+06,800,-63.9681,328.526,-0.0309615,0,0
11,328.526,-0.0309615,6.3818e+06,-80,50,0,0,1.47944e+06,800,-63.732,328.523,-0.0309823,0,0
12,328.523,-0.0309823,6.3818e+06,-80,50,0,0,1.47845e+06,800,-63.4958,328.521,-0.0310032,0,0
13,328.521,-0.0310032,6.3818e+06,-80,50,0,0,1.47745e+06,800,-70.9485,328.518,-0.0310242,0,0
14,328.518,-0.0310242,6.3818e+06,-80,50,0,0,1.47645e+06,800,-63.0266,328.515,-0.0310451,0,0
15,328.515,-0.0310451,6.3818e+06,-80,50,0,0,1.47546e+06,800,-62.79,328.513,-0.0310661,0,0
16,328.513,-0.0310661,6.3818e+06,-80,50,0,0,1.47446e+06,800,-66.5868,328.51,-0.031087,0,0
17,328.51,-0.031087,6.3818e+06,-80,50,0,0,1.47347e+06,800,-62.3207,328.508,-0.031108,0,0
18,328.508,-0.031108,6.3818e+06,-80,50,0,0,1.47246e+06,800,-69.7667,328.505,-0.0311292,0,0
19,328.505,-0.0311292,6.3818e+06,-80,50,0,0,1.47147e+06,800,-61.8502,328.503,-0.0311502,0,0
20,328.503,-0.0311502,6.3818e+06,-80,50,0,0,1.47048e+06,800,-65.6517,328.5,-0.0311713,0,0
21,328.5,-0.0311713,6.3818e+06,-80,50,0,0,1.46948e+06,800,-61.3799,328.498,-0.0311924,0,0
22,328.498,-0.0311924,6.3818e+06,-80,50,0,0,1.46848e+06,800,-72.862,328.495,-0.0312136,0,0
23,328.495,-0.0312136,6.3818e+06,-80,50,0,0,1.46748e+06,800,-60.9126,328.493,-0.0312348,0,0
24,328.493,-0.0312348,6.3818e+06,-80,50,0,0,1.46649e+06,800,-64.7189,328.49,-0.031256,0,0
25,328.49,-0.031256,6.3818e+06,-80,50,0,0,1.46549e+06,800,-72.1613,328.487,-0.0312773,0,0
26,328.487,-0.0312773,6.3818e+06,-80,50,0,0,1.46449e+06,800,-60.2112,328.485,-0.0312986,0,0
27,328.485,-0.0312986,6.3818e+06,-80,50,0,0,1.4635e+06,800,-64.021,328.482,-0.0313198,0,0
28,328.482,-0.0313198,6.3818e+06,-80,50,0,0,1.4625e+06,800,-71.4595,328.48,-0.0313413,0,0
29,328.48,-0.0313413,6.3818e+06,-80,50,0,0,1.46151e+06,800,-63.5591,328.477,-0.0313625,0,0
30,328.477,-0.0313625,6.3818e+06,-80,50,0,0,1.46052e+06,800,-63.3262,328.475,-0.0313839,0,0
31,328.475,-0.0313839,6.3818e+06,-80,50,0,0,1.45951e+06,800,-70.7608,328.472,-0.0314054,0,0
32,328.472,-0.0314054,6.3818e+06,-80,50,0,0,1.45852e+06,800,-62.8635,328.469,-0.0314268,0,0
33,328.469,-0.0314268,6.3818e+06,-80,50,0,0,1.45753e+06,800,-62.6302,328.467,-0.0314482,0,0
34,328.467,-0.0314482,6.3818e+06,-80,50,0,0,1.45653e+06,800,-70.0609,328.464,-0.0314698,0,0
35,328.464,-0.0314698,6.3818e+06,-80,50,0,0,1.45553e+06,800,-62.1669,328.462,-0.0314913,0,0
36,328.462,-0.0314913,6.3818e+06,-80,50,0,0,1.45453e+06,800,-69.595,328.459,-0.031513,0,0
37,328.459,-0.031513,6.3818e+06,-80,50,0,0,1.45354e+06,800,-61.703,328.457,-0.0315346,0,0
38,328.457,-0.0315346,6.3818e+06,-80,50,0,0,1.45255e+06,800,-65.5314,328.454,-0.0315561,0,0
39,328.454,-0.0315561,6.3818e+06,-80,50,0,0,1.45154e+06,800,-68.8976,328.451,-0.0315778,0,0
40,328.451,-0.0315778,6.3818e+06,-80,50,0,0,1.45055e+06,800,-61.0087,328.449,-0.0315995,0,0
41,328.449,-0.0315995,6.3818e+06,-80,50,0,0,1.44955e+06,800,-72.4967,328.446,-0.0316212,0,0
42,328.446,-0.0316212,6.3818e+06,-80,50,0,0,1.44856e+06,800,-60.5479,328.444,-0.031643,0,0
43,328.444,-0.031643,6.3818e+06,-80,50,0,0,1.44756e+06,800,-72.0359,328.441,-0.0316648,0,0
44,328.441,-0.0316648,6.3818e+06,-80,50,0,0,1.44656e+06,800,-60.0866,328.438,-0.0316866,0,0
45,328.438,-0.0316866,6.3818e+06,-80,50,0,0,1.44556e+06,800,-71.5746,328.436,-0.0317085,0,0
46,328.436,-0.0317085,6.3818e+06,-80,50,0,0,1.44457e+06,800,-63.6976,328.433,-0.0317302,0,0
47,328.433,-0.0317302,6.3818e+06,-80,50,0,0,1.44357e+06,800,-67.043,328.43,-0.0317522,0,0
48,328.43,-0.0317522,6.3818e+06,-80,50,0,0,1.44258e+06,800,-63.2379,328.428,-0.0317741,0,0
49,328.428,-0.0317741,6.3818e+06,-80,50,0,0,1.44158e+06,800,-70.6549,328.425,-0.0317961,0,0
50,328.425,-0.0317961,6.3818e+06,-80,50,0,0,1.44059e+06,800,-62.782,328.423,-0.031818,0,0
51,328.423,-0.031818,6.3818e+06,-80,50,0,0,1.43959e+06,800,-70.1964,328.42,-0.0318401,0,0
52,328.42,-0.0318401,6.3818e+06,-80,50,0,0,1.4386e+06,800,-62.3256,328.417,-0.031862,0,0
53,328.417,-0.031862,6.3818e+06,-80,50,0,0,1.4376e+06,800,-69.7375,328.415,-0.0318842,0,0
54,328.415,-0.0318842,6.3818e+06,-80,50,0,0,1.43661e+06,800,-61.8687,328.412,-0.0319062,0,0
55,328.412,-0.0319062,6.3818e+06,-80,50,0,0,1.43561e+06,800,-69.278,328.409,-0.0319284,0,0
56,328.409,-0.0319284,6.3818e+06,-80,50,0,0,1.43461e+06,800,-69.05,328.407,-0.0319507,0,0
57,328.407,-0.0319507,6.3818e+06,-80,50,0,0,1.43361e+06,800,-61.1844,328.404,-0.0319728,0,0
58,328.404,-0.0319728,6.3818e+06,-80,50,0,0,1.43261e+06,800,-68.5898,328.401,-0.0319951,0,0
59,328.401,-0.0319951,6.3818e+06,-80,50,0,0,1.43163e+06,800,-64.8161,328.399,-0.0320172,0,0
60,328.399,-0.0320172,6.3818e+06,-80,50,0,0,1.43062e+06,800,-68.1335,328.396,-0.0320396,0,0
61,328.396,-0.0320396,6.3818e+06,-80,50,0,0,1.42962e+06,800,-67.9049,328.393,-0.032062,0,0
62,328.393,-0.032062,6.3818e+06,-80,50,0,0,1.42864e+06,800,-64.1381,328.391,-0.0320842,0,0
63,328.391,-0.0320842,6.3818e+06,-80,50,0,0,1.42763e+06,800,-67.4478,328.388,-0.0321067,0,0
64,328.388,-0.0321067,6.3818e+06,-80,50,0,0,1.42664e+06,800,-71.3151,328.385,-0.0321291,0,0
65,328.385,-0.0321291,6.3818e+06,-80,50,0,0,1.42564e+06,800,-59.3657,328.383,-0.0321515,0,0
66,328.383,-0.0321515,6.3818e+06,-80,50,0,0,1.42465e+06,800,-70.8599,328.38,-0.032174,0,0
67,328.38,-0.032174,6.3818e+06,-80,50,0,0,1.42365e+06,800,-66.536,328.377,-0.0321966,0,0
68,328.377,-0.0321966,6.3818e+06,-80,50,0,0,1.42266e+06,800,-62.7831,328.375,-0.032219,0,0
69,328.375,-0.032219,6.3818e+06,-80,50,0,0,1.42166e+06,800,-70.1803,328.372,-0.0322416,0,0
70,328.372,-0.0322416,6.3818e+06,-80,50,0,0,1.42066e+06,800,-69.9562,328.369,-0.0322643,0,0
71,328.369,-0.0322643,6.3818e+06,-80,50,0,0,1.41966e+06,800,-69.7321,328.366,-0.0322869,0,0
72,328.366,-0.0322869,6.3818e+06,-80,50,0,0,1.41867e+06,800,-57.7806,328.364,-0.0323096,0,0
73,328.364,-0.0323096,6.3818e+06,-80,50,0,0,1.41767e+06,800,-69.2751,328.361,-0.0323323,0,0
74,328.361,-0.0323323,6.3818e+06,-80,50,0,0,1.41667e+06,800,-69.0506,328.358,-0.0323551,0,0
75,328.358,-0.0323551,6.3818e+06,-80,50,0,0,1.41568e+06,800,-68.8259,328.356,-0.0323779,0,0
76,328.356,-0.0323779,6.3818e+06,-80,50,0,0,1.41469e+06,800,-65.0972,328.353,-0.0324005,0,0
77,328.353,-0.0324005,6.3818e+06,-80,50,0,0,1.41369e+06,800,-68.3768,328.35,-0.0324234,0,0
78,328.35,-0.0324234,6.3818e+06,-80,50,0,0,1.41269e+06,800,-68.1518,328.347,-0.0324463,0,0
79,328.347,-0.0324463,6.3818e+06,-80,50,0,0,1.41169e+06,800,-67.9266,328.345,-0.0324692,0,0
80,328.345,-0.0324692,6.3818e+06,-80,50,0,0,1.4107e+06,800,-67.7014,328.342,-0.0324922,0,0
81,328.342,-0.0324922,6.3818e+06,-80,50,0,0,1.4097e+06,800,-71.5944,328.339,-0.0325151,0,0
82,328.339,-0.0325151,6.3818e+06,-80,50,0,0,1.40871e+06,800,-59.6457,328.337,-0.032538,0,0
83,328.337,-0.032538,6.3818e+06,-80,50,0,0,1.40771e+06,800,-67.0254,328.334,-0.0325611,0,0
84,328.334,-0.0325611,6.3818e+06,-80,50,0,0,1.40672e+06,800,-70.922,328.331,-0.0325841,0,0
85,328.331,-0.0325841,6.3818e+06,-80,50,0,0,1.40572e+06,800,-66.5782,328.328,-0.0326073,0,0
86,328.328,-0.0326073,6.3818e+06,-80,50,0,0,1.40472e+06,800,-70.4771,328.325,-0.0326304,0,0
87,328.325,-0.0326304,6.3818e+06,-80,50,0,0,1.40372e+06,800,-66.1305,328.323,-0.0326536,0,0
88,328.323,-0.0326536,6.3818e+06,-80,50,0,0,1.40273e+06,800,-70.0318,328.32,-0.0326768,0,0
89,328.32,-0.0326768,6.3818e+06,-80,50,0,0,1.40174e+06,800,-62.2098,328.317,-0.0326998,0,0
90,328.317,-0.0326998,6.3818e+06,-80,50,0,0,1.40074e+06,800,-69.5865,328.314,-0.0327231,0,0
91,328.314,-0.0327231,6.3818e+06,-80,50,18.981,-60.0037,1.39974e+06,800,-65.2343,328.312,-0.0327465,0,0
92,327.634,-0.0328634,6.3818e+06,-80.0104,50.0107,19.0007,-60.0379,1.39735e+06,799.199,-253.166,328.301,-0.0327697,0,0
93,326.952,-0.0330038,6.3818e+06,-80.0209,50.0212,19.0204,-60.0721,1.39495e+06,798.394,-240.205,328.291,-0.032793,0,0
94,326.269,-0.0331443,6.3818e+06,-80.0317,50.0317,19.0401,-60.1063,1.39256e+06,797.586,-227.162,328.282,-0.0328161,0,0
95,325.585,-0.033285,6.3818e+06,-80.0427,50.0421,19.0599,-60.1405,1.39016e+06,796.774,-214.04,328.273,-0.0328392,0,0
96,324.9,-0.0334257,6.3818e+06,-80.0538,50.0525,19.0797,-60.1747,1.38777e+06,795.959,-200.839,328.265,-0.0328622,0,0
97,324.214,-0.0335665,6.3818e+06,-80.0652,50.0627,19.0996,-60.2089,1.38538e+06,795.141,-187.562,328.257,-0.0328851,0,0
98,323.527,-0.0337074,6.38179e+06,-80.0767,50.0729,19.1195,-60.2431,1.38298e+06,794.319,-174.209,328.25,-0.0329079,0,0
99,322.838,-0.0338484,6.38179e+06,-80.0885,50.0829,19.1395,-60.2772,1.38059e+06,793.494,-160.782,328.243,-0.0329306,0,0
100,322.149,-0.0339895,6.38179e+06,-80.1004,50.0929,19.1595,-60.3114,1.3782e+06,792.665,-147.284,328.237,-0.0329533,0,0
101,321.459,-0.0341307,6.38179e+06,-80.1125,50.1028,19.1795,-60.3454,1.37582e+06,791.832,-137.861,328.231,-0.0329757,0,0
102,320.767,-0.034272,6.38179e+06,-80.1248,50.1126,19.1995,-60.3795,1.37343e+06,790.997,-120.087,328.226,-0.0329981,0,0
103,320.074,-0.0344134,6.38179e+06,-80.1373,50.1222,19.2196,-60.4136,1.37105e+06,790.158,-106.383,328.222,-0.0330204,0,0
104,319.381,-0.0345549,6.38179e+06,-80.15,50.1318,19.2397,-60.4475,1.36867e+06,789.315,-96.7653,328.218,-0.0330425,0,0
105,318.686,-0.0346965,6.38179e+06,-80.1628,50.1413,19.2598,-60.4815,1.36629e+06,788.469,-78.7914,328.215,-0.0330646,0,0
106,317.99,-0.0348382,6.38179e+06,-80.1759,50.1507,19.28,-60.5155,1.36392e+06,787.619,-64.8983,328.212,-0.0330865,0,0
107,317.293,-0.0349799,6.38179e+06,-80.1891,50.16,19.3002,-60.5493,1.36155e+06,786.766,-55.103,328.21,-0.0331082,0,0
108,316.595,-0.0351218,6.38179e+06,-80.2025,50.1692,19.3204,-60.5832,1.35918e+06,785.91,-36.946,328.208,-0.0331298,0,0
109,315.896,-0.0352638,6.38179e+06,-80.2161,50.1783,19.3406,-60.6169,1.35682e+06,785.05,-27.0424,328.207,-0.0331512,0,0
110,315.195,-0.0354058,6.38178e+06,-80.2298,50.1872,19.3608,-60.6506,1.35446e+06,784.187,-12.9364,328.206,-0.0331724,0,0
111,314.494,-0.035548,6.38178e+06,-80.2437,50.1961,19.3811,-60.6843,1.3521e+06,783.32,5.38548,328.207,-0.0331936,0,0
112,313.791,-0.0356902,6.38178e+06,-80.2578,50.2048,19.4015,-60.7181,1.34974e+06,782.449,7.88372,328.207,-0.0332147,0,0
113,313.088,-0.0358325,6.38178e+06,-80.2721,50.2135,19.4217,-60.7516,1.34739e+06,781.576,29.6773,328.208,-0.0332354,0,0
114,312.383,-0.0359749,6.38178e+06,-80.2865,50.222,19.442,-60.7851,1.34504e+06,780.698,43.9734,328.21,-0.033256,0,0
115,311.678,-0.0361174,6.38178e+06,-80.3011,50.2304,19.4623,60.8186,1.3427e+06,779.818,62.4852,328.213,-0.0332764,0,0
116,312.362,-0.03626,6.38178e+06,-80.3157,50.2389,19.4827,60.852,1.34036e+06,778.933,59.4968,328.215,-0.0332967,0,0
117,313.047,-0.0364027,6.38178e+06,-80.3301,50.2474,19.5031,60.8855,1.33802e+06,778.046,47.4515,328.217,-0.033317,0,0
118,313.734,-0.0365454,6.38178e+06,-80.3444,50.256,19.5236,60.919,1.33567e+06,777.154,35.3373,328.219,-0.0333373,0,0
119,314.421,-0.0366883,6.38178e+06,-80.3585,50.2648,19.5443,60.9527,1.33331e+06,776.26,15.6281,328.22,-0.0333579,0,0
120,315.109,-0.0368312,6.38178e+06,-80.3725,50.2736,19.565,60.9864,1.33095e+06,775.361,10.896,328.22,-0.0333783,0,0
121,315.799,-0.0369742,6.38177e+06,-80.3863,50.2826,19.5858,61.0201,1.3286e+06,774.46,-5.60617,328.22,-0.0333986,0,0
122,316.49,-0.0371173,6.38177e+06,-80.3999,50.2916,19.6066,61.0538,1.32623e+06,773.555,-13.8073,328.219,-0.033419,0,0
123,317.182,-0.0372605,6.38177e+06,-80.4134,50.3008,19.6276,61.0876,1.32386e+06,772.646,-26.2495,328.218,-0.0334395,0,0
124,317.875,-0.0374038,6.38177e+06,-80.4267,50.3101,19.6486,61.1215,1.32149e+06,771.734,-38.7536,328.216,-0.0334599,0,0
125,318.569,-0.0375472,6.38177e+06,-80.4398,50.3194,19.6698,-61.1555,1.31911e+06,770.818,-63.0223,328.214,-0.0334805,0,0
126,317.853,-0.0376907,6.38177e+06,-80.4529,50.3288,19.6909,-61.1894,1.31674e+06,769.899,-50.4243,328.211,-0.0335009,0,0
127,317.137,-0.0378342,6.38177e+06,-80.4662,50.3381,19.7121,-61.2233,1.31437e+06,768.976,-35.966,328.21,-0.0335211,0,0
128,316.42,-0.0379778,6.38177e+06,-80.4797,50.3472,19.7333,-61.2571,1.31201e+06,768.05,-25.6507,328.209,-0.033541,0,0
129,315.701,-0.0381216,6.38177e+06,-80.4934,50.3563,19.7546,-61.291,1.30963e+06,767.12,-14.3825,328.208,-0.0335611,0,0
130,314.981,-0.0382654,6.38177e+06,-80.5072,50.3652,19.7758,-61.3246,1.30728e+06,766.187,3.52583,328.208,-0.0335807,0,0
131,314.26,-0.0384093,6.38177e+06,-80.5213,50.3741,19.7971,-61.3583,1.30492e+06,765.25,22.401,328.209,-0.0336003,0,0
132,313.538,-0.0385532,6.38176e+06,-80.5355,50.3828,19.8184,-61.3919,1.30257e+06,764.31,32.9194,328.211,-0.0336195,0,0
133,312.815,-0.0386973,6.38176e+06,-80.5498,50.3914,19.8397,-61.4255,1.30021e+06,763.366,44.4112,328.213,-0.0336388,0,0
134,312.091,-0.0388414,6.38176e+06,-80.5644,50.3999,19.861,61.459,1.29787e+06,762.419,62.4898,328.215,-0.0336577,0,0
135,312.794,-0.0389856,6.38176e+06,-80.5789,50.4083,19.8823,61.4924,1.29553e+06,761.468,63.675,328.218,-0.0336764,0,0
136,313.498,-0.0391299,6.38176e+06,-80.5933,50.4169,19.9038,61.5259,1.29319e+06,760.513,51.1749,328.22,-0.0336952,0,0
137,314.203,-0.0392743,6.38176e+06,-80.6075,50.4256,19.9254,61.5596,1.29083e+06,759.556,35.3545,328.222,-0.0337143,0,0
138,314.909,-0.0394188,6.38176e+06,-80.6216,50.4345,19.947,61.5933,1.28847e+06,758.594,25.9571,328.223,-0.0337332,0,0
139,315.616,-0.0395633,6.38176e+06,-80.6355,50.4434,19.9687,61.6269,1.28611e+06,757.629,13.2423,328.224,-0.033752,0,0
140,316.325,-0.0397079,6.38176e+06,-80.6492,50.4524,19.9906,61.6608,1.28375e+06,756.661,-7.00065,328.223,-0.0337711,0,0
141,317.034,-0.0398526,6.38176e+06,-80.6628,50.4616,20.0124,61.6946,1.28138e+06,755.689,-12.4035,328.223,-0.03379,0,0
142,317.745,-0.0399974,6.38175e+06,-80.6761,50.4708,20.0344,61.7284,1.27901e+06,754.713,-25.3213,328.222,-0.0338088,0,0
143,318.457,-0.0401423,6.38175e+06,-80.6893,50.4802,20.0565,61.7624,1.27663e+06,753.734,-45.7541,328.22,-0.0338279,0,0
144,319.17,-0.0402872,6.38175e+06,-80.7023,50.4896,20.0787,-61.7963,1.27426e+06,752.751,-51.361,328.217,-0.0338468,0,0
145,318.436,-0.0404323,6.38175e+06,-80.7153,50.4991,20.1009,-61.8303,1.27188e+06,751.765,-50.4551,328.215,-0.0338656,0,0
146,317.701,-0.0405774,6.38175e+06,-80.7285,50.5084,20.1232,-61.8643,1.2695e+06,750.776,-42.9697,328.213,-0.0338844,0,0
147,316.964,-0.0407226,6.38175e+06,-80.7419,50.5177,20.1454,-61.8981,1.26714e+06,749.782,-24.7912,328.212,-0.0339027,0,0
148,316.226,-0.0408678,6.38175e+06,-80.7555,50.5268,20.1677,-61.932,1.26476e+06,748.785,-12.9449,328.211,-0.0339212,0,0
149,315.487,-0.0410132,6.38175e+06,-80.7693,50.5358,20.19,-61.9657,1.2624e+06,747.785,9.58789,328.212,-0.0339393,0,0
150,314.747,-0.0411586,6.38175e+06,-80.7833,50.5447,20.2123,-61.9993,1.26005e+06,746.781,20.5021,328.213,-0.033957,0,0
151,314.006,-0.0413041,6.38175e+06,-80.7974,50.5535,20.2347,-62.0331,1.25768e+06,745.774,32.5296,328.214,-0.0339749,0,0
152,313.263,-0.0414497,6.38174e+06,-80.8117,50.5622,20.2571,62.0667,1.25533e+06,744.763,55.2102,328.217,-0.0339924,0,0
153,313.985,-0.0415953,6.38174e+06,-80.826,50.5709,20.2795,62.1002,1.25299e+06,743.748,52.1219,328.219,-0.0340096,0,0
154,314.707,-0.041741,6.38174e+06,-80.8402,50.5797,20.302,62.1339,1.25063e+06,742.73,35.9537,328.221,-0.0340272,0,0
155,315.431,-0.0418868,6.38174e+06,-80.8542,50.5886,20.3246,62.1676,1.24827e+06,741.708,26.0258,328.222,-0.0340445,0,0
156,316.156,-0.0420327,6.38174e+06,-80.868,50.5976,20.3474,62.2014,1.2459e+06,740.683,9.72045,328.223,-0.0340621,0,0
157,316.882,-0.0421787,6.38174e+06,-80.8816,50.6067,20.3701,62.2352,1.24354e+06,739.654,-0.364391,328.223,-0.0340794,0,0
158,317.609,-0.0423247,6.38174e+06,-80.8951,50.6159,20.393,62.269,1.24117e+06,738.622,-9.3995,328.222,-0.0340968,0,0
159,318.338,-0.0424708,6.38174e+06,-80.9083,50.6253,20.4161,62.303,1.23879e+06,737.586,-34.4253,328.22,-0.0341143,0,0
160,319.068,-0.042617,6.38174e+06,-80.9214,50.6347,20.4391,62.3369,1.23641e+06,736.546,-36.2048,328.219,-0.0341317,0,0
161,319.798,-0.0427632,6.38174e+06,-80.9343,50.6443,20.4623,-62.3709,1.23403e+06,735.503,-81.5731,328.215,-0.0341492,0,0
162,319.047,-0.0429095,6.38173e+06,-80.9472,50.6538,20.4855,-62.4049,1.23166e+06,734.456,-121.163,328.209,-0.0341663,0,0
163,318.293,-0.0430559,6.38173e+06,-80.9603,50.6632,20.5086,-62.4387,1.22929e+06,733.406,-130.44,328.203,-0.0341831,0,0
164,317.539,-0.0432024,6.38173e+06,-80.9736,50.6726,20.5317,-62.4724,1.22694e+06,732.352,-155.654,328.196,-0.0341996,0,0
165,316.784,-0.0433489,6.38173e+06,-80.987,50.6818,20.5549,-62.506,1.22458e+06,731.295,-176.622,328.188,-0.0342158,0,0
166,316.027,-0.0434955,6.38173e+06,-81.0007,50.6909,20.5779,-62.5394,1.22224e+06,730.234,-190.229,328.179,-0.0342316,0,0
167,315.269,-0.0436422,6.38173e+06,-81.0146,50.6999,20.601,-62.5727,1.21991e+06,729.169,-163.395,328.171,-0.0342469,0,0
168,314.509,-0.043789,6.38173e+06,-81.0287,50.7087,20.6241,-62.606,1.21758e+06,728.101,-155.53,328.164,-0.0342623,0,0
169,313.749,-0.0439358,6.38173e+06,-81.0429,50.7175,20.6472,-62.6392,1.21526e+06,727.029,-132.863,328.158,-0.0342773,0,0
170,312.987,-0.0440826,6.38173e+06,-81.0573,50.7261,20.6703,-62.6724,1.21293e+06,725.954,-124.892,328.152,-0.0342922,0,0
171,312.225,-0.0442296,6.38172e+06,-81.072,50.7346,20.6935,-62.7056,1.21061e+06,724.875,-109.507,328.147,-0.0343069,0,0
172,311.461,-0.0443766,6.38172e+06,-81.0868,50.743,20.7166,-62.7385,1.2083e+06,723.793,-86.7061,328.142,-0.0343211,0,0
173,310.695,-0.0445236,6.38172e+06,-81.1017,50.7513,20.7398,-62.7715,1.20599e+06,722.706,-82.8905,328.138,-0.0343352,0,0
174,309.929,-0.0446707,6.38172e+06,-81.1169,50.7594,20.763,-62.8045,1.20369e+06,721.617,-63.1011,328.135,-0.0343491,0,0
175,309.161,-0.0448179,6.38172e+06,-81.1322,50.7674,20.7861,-62.8372,1.2014e+06,720.523,-40.1943,328.134,-0.0343625,0,0
176,308.392,-0.0449651,6.38172e+06,-81.1477,50.7753,20.8093,-62.87,1.1991e+06,719.427,-31.9747,328.132,-0.0343758,0,0
177,307.622,-0.0451124,6.38172e+06,-81.1634,50.783,20.8324,-62.9026,1.19682e+06,718.326,-20.6737,328.131,-0.0343887,0,0
178,306.851,-0.0452598,6.38172e+06,-81.1792,50.7906,20.8555,-62.9351,1.19454e+06,717.222,6.59989,328.131,-0.0344012,0,0
179,306.078,-0.0454072,6.38172e+06,-81.1952,50.7981,20.8787,-62.9675,1.19227e+06,716.114,10.5981,328.132,-0.0344135,0,0
180,305.305,-0.0455546,6.38172e+06,-81.2113,50.8054,20.9018,-62.9999,1.19001e+06,715.003,30.56,328.133,-0.0344256,0,0
181,304.53,-0.0457021,6.38171e+06,-81.2276,50.8126,20.9249,63.032,1.18776e+06,713.888,49.2791,328.136,-0.034437,0,0
182,305.281,-0.0458497,6.38171e+06,-81.244,50.8198,20.9481,63.0643,1.1855e+06,712.769,47.4519,328.138,-0.0344486,0,0
183,306.032,-0.0459973,6.38171e+06,-81.2601,50.8271,20.9714,63.0967,1.18323e+06,711.647,29.8105,328.139,-0.0344602,0,0
184,306.785,-0.0461449,6.38171e+06,-81.2761,50.8346,20.9949,63.1292,1.18096e+06,710.522,20.6822,328.14,-0.034472,0,0
185,307.539,-0.0462927,6.38171e+06,-81.292,50.8422,21.0183,63.1616,1.17869e+06,709.392,10.1596,328.141,-0.0344835,0,0
186,308.295,-0.0464404,6.38171e+06,-81.3077,50.8499,21.042,63.1943,1.1764e+06,708.259,-10.8143,328.14,-0.0344953,0,0
187,309.051,-0.0465882,6.38171e+06,-81.3232,50.8578,21.0659,63.2271,1.17411e+06,707.123,-20.2444,328.139,-0.0345072,0,0
188,309.809,-0.0467361,6.38171e+06,-81.3386,50.8658,21.0897,63.2598,1.17182e+06,705.983,-31.0872,328.138,-0.0345189,0,0
189,310.568,-0.046884,6.3817e+06,-81.3538,50.8739,21.1138,-63.2927,1.16951e+06,704.839,-52.3524,328.135,-0.0345308,0,0
190,309.784,-0.0470319,6.3817e+06,-81.3691,50.882,21.1379,-63.3256,1.16721e+06,703.691,-51.3753,328.133,-0.0345427,0,0
191,309,-0.0471799,6.3817e+06,-81.3845,50.89,21.1621,-63.3584,1.16491e+06,702.54,-35.3977,328.131,-0.0345542,0,0
192,308.213,-0.047328,6.3817e+06,-81.4,50.8978,21.1862,-63.3911,1.16263e+06,701.386,-7.74222,328.131,-0.0345653,0,0
193,307.426,-0.0474761,6.3817e+06,-81.4158,50.9055,21.2103,-63.4237,1.16034e+06,700.228,-3.33082,328.131,-0.0345761,0,0
194,306.637,-0.0476242,6.3817e+06,-81.4317,50.9131,21.2344,-63.4563,1.15806e+06,699.066,12.7294,328.131,-0.0345867,0,0
195,305.847,-0.0477724,6.3817e+06,-81.4478,50.9205,21.2585,-63.4887,1.15579e+06,697.9,28.8103,328.133,-0.0345969,0,0
196,305.056,-0.0479207,6.3817e+06,-81.464,50.9278,21.2825,63.5209,1.15353e+06,696.731,52.2083,328.135,-0.0346065,0,0
197,305.823,-0.0480689,6.3817e+06,-81.4803,50.9351,21.3066,63.5532,1.15127e+06,695.558,41.7794,328.137,-0.0346161,0,0
198,306.591,-0.0482172,6.38169e+06,-81.4964,50.9425,21.3309,63.5857,1.149e+06,694.382,32.3605,328.139,-0.0346259,0,0
199,307.361,-0.0483656,6.38169e+06,-81.5123,50.9501,21.3553,63.6183,1.14672e+06,693.202,18.4975,328.14,-0.0346357,0,0
200,308.132,-0.048514,6.38169e+06,-81.5281,50.9578,21.3799,63.6509,1.14444e+06,692.018,4.52587,328.14,-0.0346456,0,0
201,308.904,-0.0486625,6.38169e+06,-81.5437,50.9656,21.4045,63.6835,1.14215e+06,690.831,-2.26917,328.14,-0.0346553,0,0
202,309.677,-0.0488109,6.38169e+06,-81.5591,50.9736,21.4293,63.7164,1.13985e+06,689.64,-23.7257,328.139,-0.0346654,0,0
203,310.451,-0.0489595,6.38169e+06,-81.5744,50.9816,21.4543,63.7492,1.13755e+06,688.446,-42.3728,328.137,-0.0346753,0,0
