Time,ID,latitude,longitude,altitude,xVelocity,yVelocity,zVelocity
107,10,59.9718,-93.0432,10000,623.5,-781.8,0
108,10,59.9648,-93.032,10000,623.4,-781.9,0
109,10,59.9578,-93.0209,10000,623.3,-782,0
110,10,59.9508,-93.0098,10000,623.2,-782.1,0
111,10,59.9438,-92.9986,10000,623.1,-782.2,0
112,10,59.9367,-92.9875,10000,623,-782.3,0
113,10,59.9297,-92.9764,10000,622.8,-782.4,0
114,10,59.9227,-92.9653,10000,622.7,-782.4,0
115,10,59.9157,-92.9541,10000,622.6,-782.5,0
116,10,59.9087,-92.943,10000,622.5,-782.6,0
117,10,59.9017,-92.9319,10000,622.4,-782.7,0
118,10,59.8947,-92.9208,10000,622.3,-782.8,0
119,10,59.8876,-92.9097,10000,622.1,-782.9,0
120,10,59.8806,-92.8986,10000,622,-783,0
121,10,59.8736,-92.8876,10000,621.9,-783.1,0
122,10,59.8666,-92.8765,10000,621.8,-783.2,0
123,10,59.8596,-92.8654,10000,621.7,-783.3,0
124,10,59.8526,-92.8543,10000,621.6,-783.4,0
125,10,59.8455,-92.8433,10000,621.5,-783.4,0
126,10,59.8385,-92.8322,10000,621.3,-783.5,0
127,10,59.8315,-92.8211,10000,621.2,-783.6,0
128,10,59.8245,-92.8101,10000,621.1,-783.7,0
129,10,59.8174,-92.799,10000,621,-783.8,0
130,10,59.8104,-92.788,10000,620.9,-783.9,0
131,10,59.8034,-92.7769,10000,620.8,-784,0
132,10,59.7964,-92.7659,10000,620.7,-784.1,0
133,10,59.7893,-92.7548,10000,620.6,-784.1,0
134,10,59.7823,-92.7438,10000,620.5,-784.2,0
135,10,59.7753,-92.7328,10000,620.4,-784.3,0
136,10,59.7683,-92.7218,10000,620.3,-784.4,0
137,10,59.7612,-92.7107,10000,620.2,-784.5,0
138,10,59.7542,-92.6997,10000,620.1,-784.5,0
139,10,59.7472,-92.6887,10000,620,-784.6,0
140,10,59.7401,-92.6777,10000,619.9,-784.7,0
141,10,59.7331,-92.6667,10000,619.8,-784.8,0
142,10,59.7261,-92.6557,10000,619.7,-784.9,0
143,10,59.719,-92.6447,10000,619.6,-784.9,0
144,10,59.712,-92.6337,10000,619.5,-785,0
145,10,59.705,-92.6227,10000,619.4,-785.1,0
146,10,59.6979,-92.6117,10000,619.3,-785.1,0
147,10,59.6909,-92.6008,10000,619.3,-785.2,0
148,10,59.6838,-92.5898,10000,619.2,-785.2,0
149,10,59.6768,-92.5788,10000,619.1,-785.3,0
150,10,59.6698,-92.5679,10000,619.1,-785.4,0
151,10,59.6627,-92.5569,10000,619,-785.4,0
152,10,59.6557,-92.5459,10000,619,-785.4,0
153,10,59.6487,-92.535,10000,618.9,-785.5,0
154,10,59.6416,-92.524,10000,618.9,-785.5,0
155,10,59.6346,-92.5131,10000,618.9,-785.5,0
156,10,59.6275,-92.5021,10000,619,-785.4,0
157,10,59.6205,-92.4912,10000,619.1,-785.3,0
158,10,59.6135,-92.4802,10000,619.3,-785.1,0
159,10,59.6064,-92.4693,10000,619.3,-785.1,0
160,10,59.5994,-92.4583,10000,612.5,-790.5,0
161,10,59.5922,-92.4477,10000,584.5,-811.4,0
162,10,59.5848,-92.4377,10000,555.9,-831.3,0
163,10,59.5773,-92.4281,10000,526.5,-850.2,0
164,10,59.5696,-92.4191,10000,496.5,-868,0
165,10,59.5617,-92.4106,10000,465.9,-884.8,0
166,10,59.5537,-92.4026,10000,459,-888.4,0
167,10,59.5458,-92.3945,10000,458.9,-888.5,0
168,10,59.5378,-92.3864,10000,458.8,-888.5,0
169,10,59.5299,-92.3783,10000,458.7,-888.6,0
170,10,59.5219,-92.3702,10000,458.6,-888.6,0
171,10,59.5139,-92.3621,10000,458.5,-888.7,0
172,10,59.506,-92.354,10000,458.4,-888.7,0
173,10,59.498,-92.346,10000,458.3,-888.8,0
174,10,59.49,-92.3379,10000,458.2,-888.8,0
175,10,59.4821,-92.3298,10000,458.1,-888.9,0
176,10,59.4741,-92.3217,10000,458,-889,0
177,10,59.4661,-92.3137,10000,457.9,-889,0
178,10,59.4582,-92.3056,10000,457.8,-889.1,0
179,10,59.4502,-92.2976,10000,457.7,-889.1,0
180,10,59.4422,-92.2895,10000,457.6,-889.2,0
181,10,59.4343,-92.2815,10000,457.5,-889.2,0
182,10,59.4263,-92.2734,10000,457.4,-889.3,0
183,10,59.4183,-92.2654,10000,457.3,-889.3,0
184,10,59.4103,-92.2573,10000,457.2,-889.4,0
185,10,59.4024,-92.2493,10000,457.1,-889.4,0
186,10,59.3944,-92.2413,10000,457,-889.5,0
187,10,59.3864,-92.2332,10000,456.9,-889.5,0
188,10,59.3785,-92.2252,10000,456.8,-889.6,0
189,10,59.3705,-92.2172,10000,456.7,-889.6,0
190,10,59.3625,-92.2092,10000,456.5,-889.7,0
191,10,59.3545,-92.2012,10000,456.4,-889.8,0
192,10,59.3466,-92.1931,10000,456.3,-889.8,0
193,10,59.3386,-92.1851,10000,456.2,-889.9,0
194,10,59.3306,-92.1771,10000,456.1,-889.9,0
195,10,59.3226,-92.1691,10000,456,-890,0
196,10,59.3147,-92.1611,10000,455.9,-890,0
197,10,59.3067,-92.1532,10000,455.8,-890.1,0
198,10,59.2987,-92.1452,10000,455.7,-890.1,0
199,10,59.2907,-92.1372,10000,455.6,-890.2,0
200,10,59.2827,-92.1292,10000,455.5,-890.2,0
201,10,59.2748,-92.1212,10000,455.4,-890.3,0
202,10,59.2668,-92.1132,10000,455.3,-890.3,0
203,10,59.2588,-92.1053,10000,455.2,-890.4,0
204,10,59.2508,-92.0973,10000,455.1,-890.4,0
205,10,59.2428,-92.0894,10000,455,-890.5,0
206,10,59.2349,-92.0814,10000,454.9,-890.5,0
207,10,59.2269,-92.0734,10000,454.8,-890.6,0
208,10,59.2189,-92.0655,10000,454.7,-890.6,0
209,10,59.2109,-92.0575,10000,454.6,-890.7,0
210,10,59.2029,-92.0496,10000,454.5,-890.7,0
211,10,59.195,-92.0417,10000,454.4,-890.8,0
212,10,59.187,-92.0337,10000,454.3,-890.8,0
213,10,59.179,-92.0258,10000,454.2,-890.9,0
214,10,59.171,-92.0179,10000,454.1,-890.9,0
215,10,59.163,-92.0099,10000,454,-891,0
216,10,59.155,-92.002,10000,453.9,-891.1,0
217,10,59.147,-91.9941,10000,453.8,-891.1,0
218,10,59.1391,-91.9862,10000,453.7,-891.2,0
219,10,59.1311,-91.9783,10000,453.6,-891.2,0
220,10,59.1231,-91.9704,10000,453.5,-891.3,0
221,10,59.1151,-91.9624,10000,453.4,-891.3,0
222,10,59.1071,-91.9545,10000,453.3,-891.4,0
223,10,59.0991,-91.9466,10000,453.2,-891.4,0
224,10,59.0911,-91.9388,10000,453.1,-891.5,0
225,10,59.0831,-91.9309,10000,453,-891.5,0
226,10,59.0751,-91.923,10000,452.9,-891.6,0
227,10,59.0671,-91.9151,10000,452.8,-891.6,0
228,10,59.0592,-91.9072,10000,452.7,-891.7,0
229,10,59.0512,-91.8993,10000,452.6,-891.7,0
230,10,59.0432,-91.8915,10000,452.5,-891.8,0
231,10,59.0352,-91.8836,10000,452.4,-891.8,0
232,10,59.0272,-91.8757,10000,452.3,-891.9,0
233,10,59.0192,-91.8679,10000,452.2,-891.9,0
234,10,59.0112,-91.86,10000,452.1,-892,0
235,10,59.0032,-91.8522,10000,452,-892,0
236,10,58.9952,-91.8443,10000,451.9,-892.1,0
237,10,58.9872,-91.8365,10000,451.8,-892.1,0
238,10,58.9792,-91.8286,10000,451.7,-892.2,0
239,10,58.9712,-91.8208,10000,451.6,-892.2,0
240,10,58.9632,-91.8129,10000,451.5,-892.3,0
241,10,58.9552,-91.8051,10000,451.4,-892.3,0
242,10,58.9472,-91.7973,10000,451.3,-892.4,0
243,10,58.9392,-91.7895,10000,451.2,-892.4,0
244,10,58.9312,-91.7816,10000,451.1,-892.5,0
245,10,58.9232,-91.7738,10000,451,-892.5,0
246,10,58.9152,-91.766,10000,450.9,-892.6,0
247,10,58.9072,-91.7582,10000,450.8,-892.6,0
248,10,58.8992,-91.7504,10000,450.7,-892.7,0
249,10,58.8912,-91.7426,10000,450.6,-892.7,0
250,10,58.8832,-91.7348,10000,450.5,-892.8,0
251,10,58.8752,-91.727,10000,450.4,-892.8,0
252,10,58.8672,-91.7192,10000,450.4,-892.9,0
253,10,58.8592,-91.7114,10000,450.3,-892.9,0
254,10,58.8512,-91.7036,10000,450.2,-892.9,0
255,10,58.8432,-91.6958,10000,450.1,-893,0
256,10,58.8352,-91.688,10000,450,-893,0
257,10,58.8272,-91.6802,10000,449.9,-893.1,0
258,10,58.8192,-91.6725,10000,449.8,-893.1,0
259,10,58.8112,-91.6647,10000,449.7,-893.2,0
260,10,58.8032,-91.6569,10000,449.6,-893.2,0
261,10,58.7952,-91.6492,10000,449.5,-893.3,0
262,10,58.7872,-91.6414,10000,449.4,-893.3,0
263,10,58.7792,-91.6337,10000,449.3,-893.4,0
264,10,58.7712,-91.6259,10000,449.2,-893.4,0
265,10,58.7631,-91.6181,10000,449.1,-893.5,0
266,10,58.7551,-91.6104,10000,449,-893.5,0
267,10,58.7471,-91.6027,10000,448.9,-893.6,0
268,10,58.7391,-91.5949,10000,448.8,-893.6,0
269,10,58.7311,-91.5872,10000,448.7,-893.7,0
270,10,58.7231,-91.5794,10000,448.6,-893.7,0
271,10,58.7151,-91.5717,10000,448.5,-893.8,0
272,10,58.7071,-91.564,10000,448.5,-893.8,0
273,10,58.6991,-91.5563,10000,448.4,-893.9,0
274,10,58.691,-91.5486,10000,448.3,-893.9,0
275,10,58.683,-91.5408,10000,448.2,-893.9,0
276,10,58.675,-91.5331,10000,448.1,-894,0
277,10,58.667,-91.5254,10000,448,-894,0
278,10,58.659,-91.5177,10000,447.9,-894.1,0
279,10,58.651,-91.51,10000,447.8,-894.1,0
280,10,58.643,-91.5023,10000,447.7,-894.2,0
281,10,58.635,-91.4946,10000,447.6,-894.2,0
282,10,58.6269,-91.4869,10000,447.5,-894.3,0
283,10,58.6189,-91.4792,10000,447.4,-894.3,0
284,10,58.6109,-91.4715,10000,447.4,-894.4,0
285,10,58.6029,-91.4639,10000,447.3,-894.4,0
286,10,58.5949,-91.4562,10000,447.2,-894.4,0
287,10,58.5869,-91.4485,10000,447.1,-894.5,0
288,10,58.5788,-91.4408,10000,447,-894.5,0
289,10,58.5708,-91.4332,10000,446.9,-894.6,0
290,10,58.5628,-91.4255,10000,446.8,-894.6,0
291,10,58.5548,-91.4178,10000,446.7,-894.7,0
292,10,58.5468,-91.4102,10000,446.6,-894.7,0
293,10,58.5387,-91.4025,10000,446.5,-894.8,0
294,10,58.5307,-91.3949,10000,446.5,-894.8,0
295,10,58.5227,-91.3872,10000,446.4,-894.8,0
296,10,58.5147,-91.3796,10000,446.3,-894.9,0
297,10,58.5067,-91.3719,10000,446.2,-894.9,0
298,10,58.4986,-91.3643,10000,446.1,-895,0
299,10,58.4906,-91.3566,10000,446,-895,0
300,10,58.4826,-91.349,10000,445.9,-895.1,0
301,10,58.4746,-91.3414,10000,445.9,-895.1,0
302,10,58.4665,-91.3337,10000,445.8,-895.1,0
303,10,58.4585,-91.3261,10000,445.7,-895.2,0
304,10,58.4505,-91.3185,10000,445.6,-895.2,0
305,10,58.4425,-91.3109,10000,445.5,-895.3,0
306,10,58.4344,-91.3033,10000,445.4,-895.3,0
307,10,58.4264,-91.2957,10000,445.4,-895.3,0
308,10,58.4184,-91.288,10000,445.3,-895.4,0
309,10,58.4104,-91.2804,10000,445.2,-895.4,0
310,10,58.4023,-91.2728,10000,445.1,-895.5,0
311,10,58.3943,-91.2652,10000,445.1,-895.5,0
312,10,58.3863,-91.2576,10000,445,-895.5,0
313,10,58.3783,-91.25,10000,444.9,-895.6,0
314,10,58.3702,-91.2425,10000,444.8,-895.6,0
315,10,58.3622,-91.2349,10000,444.8,-895.7,0
316,10,58.3542,-91.2273,10000,444.7,-895.7,0
317,10,58.3461,-91.2197,10000,444.6,-895.7,0
318,10,58.3381,-91.2121,10000,444.5,-895.8,0
319,10,58.3301,-91.2045,10000,444.5,-895.8,0
320,10,58.322,-91.197,10000,444.4,-895.8,0
321,10,58.314,-91.1894,10000,444.3,-895.9,0
322,10,58.306,-91.1818,10000,444.3,-895.9,0
323,10,58.298,-91.1743,10000,444.2,-895.9,0
324,10,58.2899,-91.1667,10000,444.2,-895.9,0
325,10,58.2819,-91.1592,10000,444.1,-896,0
326,10,58.2739,-91.1516,10000,444.1,-896,0
327,10,58.2658,-91.144,10000,444,-896,0
328,10,58.2578,-91.1365,10000,444,-896,0
329,10,58.2498,-91.1289,10000,443.9,-896.1,0
330,10,58.2417,-91.1214,10000,443.9,-896.1,0
331,10,58.2337,-91.1139,10000,443.9,-896.1,0
332,10,58.2257,-91.1063,10000,443.9,-896.1,0
333,10,58.2176,-91.0988,10000,443.9,-896.1,0
334,10,58.2096,-91.0912,10000,444,-896,0
335,10,58.2016,-91.0837,10000,444,-896,0
336,10,58.1935,-91.0762,10000,444.2,-895.9,0
337,10,58.1855,-91.0686,10000,444.4,-895.8,0
338,10,58.1775,-91.0611,10000,444.4,-895.8,0
339,10,58.1694,-91.0535,10000,449.4,-893.3,0
340,10,58.1615,-91.0456,10000,480.3,-877.1,0
341,10,58.1537,-91.0372,10000,510.7,-859.8,0
342,10,58.1461,-91.0283,10000,540.3,-841.4,0
343,10,58.1386,-91.0189,10000,569.4,-822.1,0
344,10,58.1314,-91.009,10000,597.7,-801.7,0
345,10,58.1243,-90.9987,10000,625.3,-780.4,0
346,10,58.1174,-90.9878,10000,652.2,-758.1,0
347,10,58.1107,-90.9766,10000,678.3,-734.8,0
348,10,58.1042,-90.9649,10000,703.5,-710.7,0
349,10,58.0979,-90.9528,10000,727.9,-685.7,0
350,10,58.0919,-90.9402,10000,751.3,-659.9,0
351,10,58.086,-90.9275,10000,763.6,-645.7,0
352,10,58.0802,-90.9146,10000,763.5,-645.9,0
353,10,58.0744,-90.9016,10000,763.3,-646,0
354,10,58.0686,-90.8887,10000,763.2,-646.1,0
355,10,58.0629,-90.8758,10000,763.1,-646.3,0
356,10,58.0571,-90.8629,10000,763,-646.4,0
357,10,58.0513,-90.85,10000,762.8,-646.6,0
358,10,58.0455,-90.8371,10000,762.7,-646.7,0
359,10,58.0397,-90.8242,10000,762.6,-646.9,0
360,10,58.0339,-90.8113,10000,762.5,-647,0
361,10,58.0281,-90.7984,10000,762.3,-647.2,0
362,10,58.0223,-90.7856,10000,762.2,-647.3,0
363,10,58.0165,-90.7727,10000,762.1,-647.5,0
364,10,58.0107,-90.7598,10000,762,-647.6,0
365,10,58.0049,-90.747,10000,761.9,-647.7,0
366,10,57.999,-90.7341,10000,761.7,-647.9,0
367,10,57.9932,-90.7212,10000,761.6,-648,0
368,10,57.9874,-90.7084,10000,761.5,-648.2,0
369,10,57.9816,-90.6955,10000,761.4,-648.3,0
370,10,57.9758,-90.6827,10000,761.2,-648.5,0
371,10,57.97,-90.6698,10000,761.1,-648.6,0
372,10,57.9642,-90.657,10000,761,-648.8,0
373,10,57.9584,-90.6442,10000,760.9,-648.9,0
374,10,57.9525,-90.6313,10000,760.7,-649,0
375,10,57.9467,-90.6185,10000,760.6,-649.2,0
376,10,57.9409,-90.6057,10000,760.5,-649.3,0
377,10,57.9351,-90.5929,10000,760.4,-649.5,0
378,10,57.9293,-90.5801,10000,760.3,-649.6,0
379,10,57.9234,-90.5672,10000,760.1,-649.8,0
380,10,57.9176,-90.5544,10000,760,-649.9,0
381,10,57.9118,-90.5416,10000,759.9,-650.1,0
382,10,57.906,-90.5288,10000,759.8,-650.2,0
383,10,57.9001,-90.516,10000,759.6,-650.3,0
384,10,57.8943,-90.5033,10000,759.5,-650.5,0
385,10,57.8885,-90.4905,10000,759.4,-650.6,0
386,10,57.8826,-90.4777,10000,759.3,-650.8,0
387,10,57.8768,-90.4649,10000,759.2,-650.9,0
388,10,57.871,-90.4521,10000,759,-651.1,0
389,10,57.8651,-90.4394,10000,758.9,-651.2,0
390,10,57.8593,-90.4266,10000,758.8,-651.3,0
391,10,57.8534,-90.4139,10000,758.7,-651.5,0
392,10,57.8476,-90.4011,10000,758.5,-651.6,0
393,10,57.8418,-90.3883,10000,758.4,-651.8,0
394,10,57.8359,-90.3756,10000,758.3,-651.9,0
395,10,57.8301,-90.3629,10000,758.2,-652.1,0
396,10,57.8242,-90.3501,10000,758.1,-652.2,0
397,10,57.8184,-90.3374,10000,757.9,-652.3,0
398,10,57.8125,-90.3247,10000,757.8,-652.5,0
399,10,57.8067,-90.3119,10000,757.7,-652.6,0
400,10,57.8008,-90.2992,10000,757.6,-652.8,0
401,10,57.795,-90.2865,10000,757.4,-652.9,0
402,10,57.7891,-90.2738,10000,757.3,-653,0
403,10,57.7833,-90.2611,10000,757.2,-653.2,0
404,10,57.7774,-90.2484,10000,757.1,-653.3,0
405,10,57.7716,-90.2357,10000,757,-653.5,0
406,10,57.7657,-90.223,10000,756.8,-653.6,0
407,10,57.7598,-90.2103,10000,756.7,-653.8,0
408,10,57.754,-90.1976,10000,756.6,-653.9,0
409,10,57.7481,-90.1849,10000,756.5,-654,0
410,10,57.7422,-90.1722,10000,756.3,-654.2,0
411,10,57.7364,-90.1595,10000,756.2,-654.3,0
412,10,57.7305,-90.1469,10000,756.1,-654.5,0
413,10,57.7246,-90.1342,10000,756,-654.6,0
414,10,57.7188,-90.1215,10000,755.9,-654.7,0
415,10,57.7129,-90.1089,10000,755.7,-654.9,0
416,10,57.707,-90.0962,10000,755.6,-655,0
417,10,57.7012,-90.0835,10000,755.5,-655.2,0
418,10,57.6953,-90.0709,10000,755.4,-655.3,0
419,10,57.6894,-90.0583,10000,755.2,-655.4,0
420,10,57.6835,-90.0456,10000,755.1,-655.6,0
421,10,57.6777,-90.033,10000,755,-655.7,0
422,10,57.6718,-90.0203,10000,754.9,-655.9,0
423,10,57.6659,-90.0077,10000,754.8,-656,0
424,10,57.66,-89.9951,10000,754.6,-656.1,0
425,10,57.6541,-89.9825,10000,754.5,-656.3,0
426,10,57.6483,-89.9699,10000,754.4,-656.4,0
427,10,57.6424,-89.9572,10000,754.3,-656.6,0
428,10,57.6365,-89.9446,10000,754.1,-656.7,0
429,10,57.6306,-89.932,10000,754,-656.8,0
430,10,57.6247,-89.9194,10000,753.9,-657,0
431,10,57.6188,-89.9068,10000,753.8,-657.1,0
432,10,57.6129,-89.8942,10000,753.7,-657.3,0
433,10,57.607,-89.8817,10000,753.5,-657.4,0
434,10,57.6011,-89.8691,10000,753.4,-657.5,0
435,10,57.5952,-89.8565,10000,753.3,-657.7,0
436,10,57.5893,-89.8439,10000,753.2,-657.8,0
437,10,57.5834,-89.8313,10000,753.1,-658,0
438,10,57.5775,-89.8188,10000,752.9,-658.1,0
439,10,57.5716,-89.8062,10000,752.8,-658.2,0
440,10,57.5657,-89.7937,10000,752.7,-658.4,0
441,10,57.5598,-89.7811,10000,752.6,-658.5,0
442,10,57.5539,-89.7685,10000,752.4,-658.7,0
443,10,57.548,-89.756,10000,752.3,-658.8,0
444,10,57.5421,-89.7435,10000,752.2,-658.9,0
445,10,57.5362,-89.7309,10000,752.1,-659.1,0
446,10,57.5303,-89.7184,10000,752,-659.2,0
447,10,57.5244,-89.7059,10000,751.8,-659.3,0
448,10,57.5185,-89.6933,10000,751.7,-659.5,0
449,10,57.5126,-89.6808,10000,751.6,-659.6,0
450,10,57.5067,-89.6683,10000,751.5,-659.8,0
451,10,57.5007,-89.6558,10000,751.4,-659.9,0
452,10,57.4948,-89.6433,10000,751.2,-660,0
453,10,57.4889,-89.6308,10000,751.1,-660.2,0
454,10,57.483,-89.6182,10000,751,-660.3,0
455,10,57.4771,-89.6058,10000,750.9,-660.5,0
456,10,57.4711,-89.5933,10000,750.7,-660.6,0
457,10,57.4652,-89.5808,10000,750.6,-660.7,0
458,10,57.4593,-89.5683,10000,750.5,-660.9,0
459,10,57.4534,-89.5558,10000,750.4,-661,0
460,10,57.4474,-89.5433,10000,750.3,-661.1,0
461,10,57.4415,-89.5308,10000,750.1,-661.3,0
462,10,57.4356,-89.5184,10000,750,-661.4,0
463,10,57.4297,-89.5059,10000,749.9,-661.6,0
464,10,57.4237,-89.4934,10000,749.8,-661.7,0
465,10,57.4178,-89.481,10000,749.7,-661.8,0
466,10,57.4119,-89.4685,10000,749.5,-662,0
467,10,57.4059,-89.4561,10000,749.4,-662.1,0
468,10,57.4,-89.4436,10000,749.3,-662.2,0
469,10,57.394,-89.4312,10000,749.2,-662.4,0
470,10,57.3881,-89.4188,10000,749.1,-662.5,0
471,10,57.3822,-89.4063,10000,748.9,-662.6,0
472,10,57.3762,-89.3939,10000,748.8,-662.8,0
473,10,57.3703,-89.3815,10000,748.7,-662.9,0
474,10,57.3643,-89.369,10000,748.6,-663.1,0
475,10,57.3584,-89.3566,10000,748.4,-663.2,0
476,10,57.3524,-89.3442,10000,748.3,-663.3,0
477,10,57.3465,-89.3318,10000,748.2,-663.5,0
478,10,57.3406,-89.3194,10000,748.1,-663.6,0
479,10,57.3346,-89.307,10000,748,-663.7,0
480,10,57.3287,-89.2946,10000,747.8,-663.9,0
481,10,57.3227,-89.2822,10000,747.7,-664,0
482,10,57.3167,-89.2698,10000,747.6,-664.1,0
483,10,57.3108,-89.2574,10000,747.5,-664.3,0
484,10,57.3048,-89.245,10000,747.4,-664.4,0
485,10,57.2989,-89.2327,10000,747.2,-664.6,0
486,10,57.2929,-89.2203,10000,747.1,-664.7,0
487,10,57.287,-89.2079,10000,747,-664.8,0
488,10,57.281,-89.1956,10000,746.9,-665,0
489,10,57.275,-89.1832,10000,746.8,-665.1,0
490,10,57.2691,-89.1708,10000,746.6,-665.2,0
