Time,ID,latitude,longitude,altitude,xVelocity,yVelocity,zVelocity
989.000000,1,33.08489,35.63046,63829.8,-2554,3374,6.546
990.000000,1,33.08880,35.57982,63810,-2553,3373,6.547
991.000000,1,33.09271,35.52918,63790.1,-2552,3372,6.549
992.000000,1,33.09663,35.47854,63770.2,-2551,3371,6.55
993.000000,1,33.10054,35.42790,63750.3,-2550,3370,6.552
994.000000,1,33.10445,35.37726,63730.5,-2549,3368,6.553
995.000000,1,33.10836,35.32663,63710.6,-2548,3367,6.555
996.000000,1,33.11228,35.27599,63690.7,-2547,3366,6.557
997.000000,1,33.11619,35.22536,63670.8,-2546,3365,6.558
998.000000,1,33.12010,35.17472,63650.9,-2545,3364,6.56
999.000000,1,33.12402,35.12409,63631.1,-2544,3363,6.562
1000.000000,1,33.12793,35.07346,63611.2,-2543,3362,6.564
1001.000000,1,33.13185,35.02283,63591.3,-2541,3361,6.566
1002.000000,1,33.13576,34.97220,63571.4,-2540,3360,6.568
1003.000000,1,33.13968,34.92158,63551.6,-2539,3359,6.57
1004.000000,1,33.14359,34.87095,63531.7,-2538,3358,6.572
1005.000000,1,33.14751,34.82032,63511.8,-2537,3357,6.574
1006.000000,1,33.15143,34.76970,63491.9,-2536,3356,6.576
1007.000000,1,33.15534,34.71907,63472.1,-2535,3354,6.578
1008.000000,1,33.15926,34.66845,63452.2,-2534,3353,6.58
1009.000000,1,33.16318,34.61783,63432.3,-2533,3352,6.583
1010.000000,1,33.16710,34.56721,63412.4,-2532,3351,6.585
1011.000000,1,33.17101,34.51659,63392.6,-2531,3350,6.587
1012.000000,1,33.17493,34.46597,63372.7,-2530,3349,6.59
1013.000000,1,33.17885,34.41535,63352.8,-2529,3348,6.592
1014.000000,1,33.18277,34.36473,63332.9,-2528,3347,6.594
1015.000000,1,33.18669,34.31412,63313.1,-2527,3346,6.597
1016.000000,1,33.19061,34.26350,63293.2,-2526,3345,6.599
1017.000000,1,33.19453,34.21289,63273.3,-2525,3344,6.602
1018.000000,1,33.19845,34.16228,63253.4,-2524,3343,6.605
1019.000000,1,33.20237,34.11166,63233.6,-2523,3342,6.607
1020.000000,1,33.20629,34.06105,63213.7,-2522,3340,6.61
1021.000000,1,33.21021,34.01044,63193.8,-2521,3339,6.613
1022.000000,1,33.21413,33.95983,63173.9,-2520,3338,6.615
1023.000000,1,33.21805,33.90922,63154.1,-2519,3337,6.618
1024.000000,1,33.22198,33.85862,63134.2,-2518,3336,6.621
1025.000000,1,33.22590,33.80801,63114.3,-2517,3335,6.624
1026.000000,1,33.22982,33.75740,63094.4,-2516,3334,6.627
1027.000000,1,33.23374,33.70680,63074.6,-2515,3333,6.629
1028.000000,1,33.23767,33.65620,63054.7,-2514,3332,6.632
1029.000000,1,33.24159,33.60559,63034.8,-2513,3331,6.635
1030.000000,1,33.24551,33.55499,63014.9,-2512,3330,6.638
1031.000000,1,33.24944,33.50439,62995,-2511,3329,6.641
1032.000000,1,33.25336,33.45379,62975.2,-2510,3328,6.644
1033.000000,1,33.25729,33.40319,62955.3,-2509,3326,6.647
1034.000000,1,33.26121,33.35259,62935.4,-2508,3325,6.65
1035.000000,1,33.26514,33.30199,62915.5,-2507,3324,6.653
1036.000000,1,33.26906,33.25140,62895.7,-2506,3323,6.656
1037.000000,1,33.27299,33.20080,62875.8,-2505,3322,6.659
1038.000000,1,33.27692,33.15021,62855.9,-2503,3321,6.662
1039.000000,1,33.28084,33.09961,62836,-2502,3320,6.665
1040.000000,1,33.28477,33.04902,62816.2,-2501,3319,6.669
1041.000000,1,33.28870,32.99843,62796.3,-2500,3318,6.672
1042.000000,1,33.29262,32.94784,62776.4,-2499,3317,6.675
1043.000000,1,33.29655,32.89725,62756.5,-2498,3316,6.678
1044.000000,1,33.30048,32.84666,62736.7,-2497,3315,6.681
1045.000000,1,33.30441,32.79607,62716.8,-2496,3314,6.685
1046.000000,1,33.30834,32.74548,62696.9,-2495,3313,6.688
1047.000000,1,33.31226,32.69489,62677,-2494,3311,6.691
1048.000000,1,33.31619,32.64431,62657.2,-2493,3310,6.694
1049.000000,1,33.32012,32.59372,62637.3,-2492,3309,6.697
1050.000000,1,33.32405,32.54314,62617.4,-2491,3308,6.701
1051.000000,1,33.32798,32.49255,62597.5,-2490,3307,6.704
1052.000000,1,33.33191,32.44197,62577.7,-2489,3306,6.707
1053.000000,1,33.33584,32.39139,62557.8,-2488,3305,6.711
1054.000000,1,33.33977,32.34081,62537.9,-2487,3304,6.714
1055.000000,1,33.34370,32.29023,62518,-2486,3303,6.717
1056.000000,1,33.34763,32.23965,62498.2,-2485,3302,6.72
1057.000000,1,33.35157,32.18907,62478.3,-2484,3301,6.724
1058.000000,1,33.35550,32.13850,62458.4,-2483,3300,6.727
1059.000000,1,33.35943,32.08792,62438.5,-2482,3299,6.73
1060.000000,1,33.36336,32.03734,62418.7,-2481,3297,6.734
1061.000000,1,33.36729,31.98677,62398.8,-2480,3296,6.737
1062.000000,1,33.37123,31.93619,62378.9,-2479,3295,6.74
1063.000000,1,33.37516,31.88562,62359,-2478,3294,6.744
1064.000000,1,33.37909,31.83505,62339.1,-2477,3293,6.747
1065.000000,1,33.38303,31.78448,62319.3,-2476,3292,6.75
1066.000000,1,33.38696,31.73391,62299.4,-2475,3291,6.753
1067.000000,1,33.39090,31.68334,62279.5,-2474,3290,6.757
1068.000000,1,33.39483,31.63277,62259.6,-2473,3289,6.76
1069.000000,1,33.39876,31.58220,62239.8,-2472,3288,6.763
1070.000000,1,33.40270,31.53163,62219.9,-2471,3287,6.767
1071.000000,1,33.40663,31.48106,62200,-2470,3286,6.77
1072.000000,1,33.41057,31.43050,62180.1,-2469,3285,6.773
1073.000000,1,33.41450,31.37993,62160.3,-2468,3284,6.776
1074.000000,1,33.41844,31.32937,62140.4,-2466,3282,6.78
1075.000000,1,33.42238,31.27880,62120.5,-2465,3281,6.783
1076.000000,1,33.42631,31.22824,62100.6,-2464,3280,6.786
1077.000000,1,33.43025,31.17768,62080.8,-2463,3279,6.789
1078.000000,1,33.43419,31.12712,62060.9,-2462,3278,6.792
1079.000000,1,33.43812,31.07656,62041,-2461,3277,6.796
1080.000000,1,33.44206,31.02600,62021.1,-2460,3276,6.799
1081.000000,1,33.44600,30.97544,62001.3,-2459,3275,6.802
1082.000000,1,33.44994,30.92488,61981.4,-2458,3274,6.805
1083.000000,1,33.45387,30.87432,61961.5,-2457,3273,6.808
1084.000000,1,33.45781,30.82377,61941.6,-2456,3272,6.811
1085.000000,1,33.46175,30.77321,61921.8,-2455,3271,6.814
1086.000000,1,33.46569,30.72266,61901.9,-2454,3270,6.818
1087.000000,1,33.46963,30.67210,61882,-2453,3268,6.821
1088.000000,1,33.47357,30.62155,61862.1,-2452,3267,6.824
1089.000000,1,33.47751,30.57100,61842.3,-2451,3266,6.827
1090.000000,1,33.48145,30.52044,61822.4,-2450,3265,6.83
1091.000000,1,33.48539,30.46989,61802.5,-2449,3264,6.833
1092.000000,1,33.48933,30.41934,61782.6,-2448,3263,6.836
1093.000000,1,33.49327,30.36879,61762.8,-2447,3262,6.839
1094.000000,1,33.49721,30.31824,61742.9,-2446,3261,6.841
1095.000000,1,33.50115,30.26770,61723,-2445,3260,6.844
1096.000000,1,33.50509,30.21715,61703.1,-2444,3259,6.847
1097.000000,1,33.50903,30.16660,61683.2,-2443,3258,6.85
1098.000000,1,33.51297,30.11606,61663.4,-2442,3257,6.853
1099.000000,1,33.51692,30.06551,61643.5,-2441,3256,6.856
1100.000000,1,33.52086,30.01497,61623.6,-2440,3254,6.858
1101.000000,1,33.52480,29.96442,61603.7,-2439,3253,6.861
1102.000000,1,33.52874,29.91388,61583.9,-2438,3252,6.864
1103.000000,1,33.53268,29.86334,61564,-2437,3251,6.866
1104.000000,1,33.53663,29.81279,61544.1,-2436,3250,6.869
1105.000000,1,33.54057,29.76225,61524.2,-2435,3249,6.872
1106.000000,1,33.54451,29.71171,61504.4,-2434,3248,6.874
1107.000000,1,33.54846,29.66117,61484.5,-2433,3247,6.877
1108.000000,1,33.55240,29.61063,61464.6,-2432,3246,6.879
1109.000000,1,33.55635,29.56010,61444.7,-2431,3245,6.882
1110.000000,1,33.56029,29.50956,61424.9,-2430,3244,6.884
1111.000000,1,33.56423,29.45902,61405,-2429,3243,6.887
1112.000000,1,33.56818,29.40849,61385.1,-2428,3241,6.889
1113.000000,1,33.57212,29.35795,61365.2,-2427,3240,6.891
1114.000000,1,33.57607,29.30742,61345.4,-2426,3239,6.894
1115.000000,1,33.58001,29.25688,61325.5,-2425,3238,6.896
1116.000000,1,33.58396,29.20635,61305.6,-2424,3237,6.898
1117.000000,1,33.58791,29.15582,61285.7,-2423,3236,6.9
1118.000000,1,33.59185,29.10528,61265.9,-2422,3235,6.902
1119.000000,1,33.59580,29.05475,61246,-2421,3234,6.905
1120.000000,1,33.59974,29.00422,61226.1,-2420,3233,6.907
1121.000000,1,33.60369,28.95369,61206.2,-2419,3232,6.909
1122.000000,1,33.60764,28.90316,61186.4,-2418,3231,6.911
1123.000000,1,33.61158,28.85263,61166.5,-2417,3229,6.913
1124.000000,1,33.61553,28.80211,61146.6,-2416,3228,6.914
1125.000000,1,33.61948,28.75158,61126.7,-2415,3227,6.916
1126.000000,1,33.62343,28.70105,61106.9,-2414,3226,6.918
1127.000000,1,33.62737,28.65052,61087,-2413,3225,6.92
1128.000000,1,33.63132,28.60000,61067.1,-2412,3224,6.921
1129.000000,1,33.63527,28.54947,61047.2,-2411,3223,6.923
1130.000000,1,33.63922,28.49895,61027.3,-2410,3222,6.925
1131.000000,1,33.64317,28.44843,61007.5,-2409,3221,6.926
1132.000000,1,33.64712,28.39790,60987.6,-2408,3220,6.928
1133.000000,1,33.65106,28.34738,60967.7,-2407,3219,6.929
1134.000000,1,33.65501,28.29686,60947.8,-2406,3217,6.931
1135.000000,1,33.65896,28.24634,60928,-2405,3216,6.932
1136.000000,1,33.66291,28.19582,60908.1,-2404,3215,6.933
1137.000000,1,33.66686,28.14530,60888.2,-2403,3214,6.935
1138.000000,1,33.67081,28.09478,60868.3,-2402,3213,6.936
1139.000000,1,33.67476,28.04426,60848.5,-2401,3212,6.937
1140.000000,1,33.67871,27.99374,60828.6,-2400,3211,6.938
1141.000000,1,33.68266,27.94323,60808.7,-2399,3210,6.939
1142.000000,1,33.68661,27.89271,60788.8,-2398,3209,6.94
1143.000000,1,33.69056,27.84219,60769,-2397,3208,6.941
1144.000000,1,33.69452,27.79168,60749.1,-2396,3206,6.942
1145.000000,1,33.69847,27.74116,60729.2,-2395,3205,6.942
1146.000000,1,33.70242,27.69065,60709.3,-2394,3204,6.943
1147.000000,1,33.70637,27.64014,60689.5,-2393,3203,6.944
1148.000000,1,33.71032,27.58962,60669.6,-2392,3202,6.944
1149.000000,1,33.71427,27.53911,60649.7,-2391,3201,6.945
1150.000000,1,33.71822,27.48860,60629.8,-2390,3200,6.946
1151.000000,1,33.72218,27.43809,60610,-2389,3199,6.946
1152.000000,1,33.72613,27.38758,60590.1,-2388,3198,6.946
1153.000000,1,33.73008,27.33707,60570.2,-2387,3196,6.947
1154.000000,1,33.73403,27.28656,60550.3,-2386,3195,6.947
1155.000000,1,33.73799,27.23605,60530.5,-2385,3194,6.947
1156.000000,1,33.74194,27.18554,60510.6,-2384,3193,6.947
1157.000000,1,33.74589,27.13503,60490.7,-2383,3192,6.947
1158.000000,1,33.74985,27.08452,60470.8,-2383,3191,6.947
1159.000000,1,33.75380,27.03402,60451,-2382,3190,6.947
1160.000000,1,33.75775,26.98351,60431.1,-2381,3189,6.947
1161.000000,1,33.76171,26.93300,60411.2,-2380,3188,6.947
1162.000000,1,33.76566,26.88250,60391.3,-2379,3186,6.946
1163.000000,1,33.76962,26.83199,60371.5,-2378,3185,6.946
1164.000000,1,33.77357,26.78149,60351.6,-2377,3184,6.946
1165.000000,1,33.77753,26.73099,60331.7,-2376,3183,6.945
1166.000000,1,33.78148,26.68048,60311.8,-2375,3182,6.945
1167.000000,1,33.78544,26.62998,60291.9,-2374,3181,6.944
1168.000000,1,33.78939,26.57948,60272.1,-2373,3180,6.943
1169.000000,1,33.79335,26.52898,60252.2,-2372,3179,6.942
1170.000000,1,33.79730,26.47848,60232.3,-2371,3178,6.941
1171.000000,1,33.80126,26.42798,60212.4,-2370,3176,6.941
1172.000000,1,33.80521,26.37748,60192.6,-2369,3175,6.94
1173.000000,1,33.80917,26.32698,60172.7,-2368,3174,6.938
1174.000000,1,33.81312,26.27648,60152.8,-2367,3173,6.937
1175.000000,1,33.81708,26.22598,60132.9,-2366,3172,6.936
1176.000000,1,33.82104,26.17548,60113.1,-2365,3171,6.935
1177.000000,1,33.82499,26.12499,60093.2,-2364,3170,6.933
1178.000000,1,33.82895,26.07449,60073.3,-2363,3169,6.932
1179.000000,1,33.83291,26.02399,60053.4,-2363,3167,6.93
1180.000000,1,33.83686,25.97350,60033.6,-2362,3166,6.929
1181.000000,1,33.84082,25.92300,60013.7,-2361,3165,6.927
1182.000000,1,33.84478,25.87251,59993.8,-2360,3164,6.925
1183.000000,1,33.84873,25.82201,59973.9,-2359,3163,6.923
1184.000000,1,33.85269,25.77152,59954.1,-2358,3162,6.921
1185.000000,1,33.85665,25.72103,59934.2,-2357,3161,6.919
1186.000000,1,33.86061,25.67053,59914.3,-2356,3160,6.917
1187.000000,1,33.86457,25.62004,59894.4,-2355,3158,6.915
1188.000000,1,33.86852,25.56955,59874.6,-2354,3157,6.912
1189.000000,1,33.87248,25.51906,59854.7,-2353,3156,6.91
1190.000000,1,33.87644,25.46857,59834.8,-2352,3155,6.907
1191.000000,1,33.88040,25.41808,59814.9,-2351,3154,6.905
1192.000000,1,33.88436,25.36759,59795.1,-2350,3153,6.902
1193.000000,1,33.88832,25.31710,59775.2,-2350,3152,6.899
1194.000000,1,33.89227,25.26661,59755.3,-2349,3150,6.897
1195.000000,1,33.89623,25.21612,59735.4,-2348,3149,6.894
1196.000000,1,33.90019,25.16563,59715.6,-2347,3148,6.891
1197.000000,1,33.90415,25.11515,59695.7,-2346,3147,6.887
1198.000000,1,33.90811,25.06466,59675.8,-2345,3146,6.884
1199.000000,1,33.91207,25.01417,59655.9,-2344,3145,6.881
1200.000000,1,33.91603,24.96369,59636,-2343,3144,6.878
1201.000000,1,33.91999,24.91320,59616.2,-2342,3142,6.874
1202.000000,1,33.92395,24.86272,59596.3,-2341,3141,6.871
1203.000000,1,33.92791,24.81223,59576.4,-2340,3140,6.867
1204.000000,1,33.93187,24.76175,59556.5,-2339,3139,6.863
1205.000000,1,33.93583,24.71126,59536.7,-2339,3138,6.859
1206.000000,1,33.93979,24.66078,59516.8,-2338,3137,6.855
1207.000000,1,33.94375,24.61030,59496.9,-2337,3136,6.851
1208.000000,1,33.94771,24.55981,59477,-2336,3134,6.847
1209.000000,1,33.95167,24.50933,59457.2,-2335,3133,6.843
1210.000000,1,33.95563,24.45885,59437.3,-2334,3132,6.839
1211.000000,1,33.95959,24.40837,59417.4,-2333,3131,6.834
1212.000000,1,33.96355,24.35789,59397.5,-2332,3130,6.83
1213.000000,1,33.96751,24.30740,59377.7,-2331,3129,6.825
1214.000000,1,33.97148,24.25692,59357.8,-2330,3127,6.821
1215.000000,1,33.97544,24.20644,59337.9,-2330,3126,6.816
1216.000000,1,33.97940,24.15596,59318,-2329,3125,6.811
1217.000000,1,33.98336,24.10548,59298.2,-2328,3124,6.807
1218.000000,1,33.98732,24.05501,59278.3,-2327,3123,6.802
1219.000000,1,33.99128,24.00453,59258.4,-2326,3122,6.797
1220.000000,1,33.99524,23.95405,59238.5,-2325,3120,6.792
1221.000000,1,33.99920,23.90357,59218.7,-2324,3119,6.787
1222.000000,1,34.00317,23.85309,59198.8,-2323,3118,6.781
1223.000000,1,34.00713,23.80262,59178.9,-2323,3117,6.776
1224.000000,1,34.01109,23.75214,59159,-2322,3116,6.771
1225.000000,1,34.01505,23.70166,59139.2,-2321,3115,6.765
1226.000000,1,34.01901,23.65119,59119.3,-2320,3113,6.76
1227.000000,1,34.02298,23.60071,59099.4,-2319,3112,6.754
1228.000000,1,34.02694,23.55023,59079.5,-2318,3111,6.749
1229.000000,1,34.03090,23.49976,59059.7,-2317,3110,6.743
1230.000000,1,34.03486,23.44928,59039.8,-2316,3109,6.737
1231.000000,1,34.03882,23.39881,59019.9,-2315,3108,6.731
1232.000000,1,34.04279,23.34833,59000,-2315,3106,6.725
1233.000000,1,34.04675,23.29786,58980.2,-2314,3105,6.719
1234.000000,1,34.05071,23.24739,58960.3,-2313,3104,6.713
1235.000000,1,34.05467,23.19691,58940.4,-2312,3103,6.707
1236.000000,1,34.05863,23.14644,58920.5,-2311,3102,6.701
1237.000000,1,34.06260,23.09597,58900.6,-2310,3101,6.695
1238.000000,1,34.06656,23.04549,58880.8,-2309,3099,6.689
1239.000000,1,34.07052,22.99502,58860.9,-2309,3098,6.682
1240.000000,1,34.07448,22.94455,58841,-2308,3097,6.676
1241.000000,1,34.07844,22.89408,58821.1,-2307,3096,6.67
1242.000000,1,34.08241,22.84360,58801.3,-2306,3095,6.663
1243.000000,1,34.08637,22.79313,58781.4,-2305,3094,6.657
1244.000000,1,34.09033,22.74266,58761.5,-2304,3092,6.65
1245.000000,1,34.09429,22.69219,58741.6,-2303,3091,6.643
1246.000000,1,34.09825,22.64172,58721.8,-2303,3090,6.637
1247.000000,1,34.10222,22.59125,58701.9,-2302,3089,6.63
1248.000000,1,34.10618,22.54078,58682,-2301,3088,6.623
1249.000000,1,34.11014,22.49031,58662.1,-2300,3086,6.616
1250.000000,1,34.11410,22.43984,58642.3,-2299,3085,6.609
1251.000000,1,34.11807,22.38937,58622.4,-2298,3084,6.602
1252.000000,1,34.12203,22.33890,58602.5,-2297,3083,6.595
1253.000000,1,34.12599,22.28843,58582.6,-2297,3082,6.588
1254.000000,1,34.12995,22.23796,58562.8,-2296,3081,6.581
1255.000000,1,34.13391,22.18749,58542.9,-2295,3079,6.574
1256.000000,1,34.13787,22.13702,58523,-2294,3078,6.567
1257.000000,1,34.14184,22.08655,58503.1,-2293,3077,6.56
1258.000000,1,34.14580,22.03608,58483.3,-2292,3076,6.552
1259.000000,1,34.14976,21.98561,58463.4,-2292,3075,6.545
1260.000000,1,34.15372,21.93515,58443.5,-2291,3073,6.538
1261.000000,1,34.15768,21.88468,58423.6,-2290,3072,6.53
1262.000000,1,34.16164,21.83421,58403.8,-2289,3071,6.523
1263.000000,1,34.16561,21.78374,58383.9,-2288,3070,6.516
1264.000000,1,34.16957,21.73327,58364,-2287,3069,6.508
1265.000000,1,34.17353,21.68281,58344.1,-2286,3067,6.5
1266.000000,1,34.17749,21.63234,58324.3,-2286,3066,6.493
1267.000000,1,34.18145,21.58187,58304.4,-2285,3065,6.485
1268.000000,1,34.18541,21.53140,58284.5,-2284,3064,6.478
1269.000000,1,34.18937,21.48094,58264.6,-2283,3063,6.47
1270.000000,1,34.19333,21.43047,58244.8,-2282,3061,6.462
1271.000000,1,34.19730,21.38000,58224.9,-2281,3060,6.454
1272.000000,1,34.20126,21.32954,58205,-2281,3059,6.447
1273.000000,1,34.20522,21.27907,58185.1,-2280,3058,6.439
1274.000000,1,34.20918,21.22860,58165.2,-2279,3057,6.431
1275.000000,1,34.21314,21.17813,58145.4,-2278,3055,6.423
1276.000000,1,34.21710,21.12767,58125.5,-2277,3054,6.415
1277.000000,1,34.22106,21.07720,58105.6,-2277,3053,6.407
1278.000000,1,34.22502,21.02673,58085.7,-2276,3052,6.399
1279.000000,1,34.22898,20.97627,58065.9,-2275,3051,6.391
1280.000000,1,34.23294,20.92580,58046,-2274,3049,6.383
1281.000000,1,34.23690,20.87534,58026.1,-2273,3048,6.375
1282.000000,1,34.24086,20.82487,58006.2,-2272,3047,6.367
1283.000000,1,34.24482,20.77440,57986.4,-2272,3046,6.359
1284.000000,1,34.24878,20.72394,57966.5,-2271,3045,6.351
1285.000000,1,34.25274,20.67347,57946.6,-2270,3043,6.343
1286.000000,1,34.25670,20.62300,57926.7,-2269,3042,6.335
1287.000000,1,34.26065,20.57254,57906.9,-2268,3041,6.327
1288.000000,1,34.26461,20.52207,57887,-2267,3040,6.319
1289.000000,1,34.26857,20.47161,57867.1,-2267,3039,6.31
1290.000000,1,34.27253,20.42114,57847.2,-2266,3037,6.302
1291.000000,1,34.27649,20.37067,57827.4,-2265,3036,6.294
1292.000000,1,34.28045,20.32021,57807.5,-2264,3035,6.286
1293.000000,1,34.28441,20.26974,57787.6,-2263,3034,6.278
1294.000000,1,34.28836,20.21927,57767.7,-2263,3033,6.269
1295.000000,1,34.29232,20.16881,57747.9,-2262,3031,6.261
1296.000000,1,34.29628,20.11834,57728,-2261,3030,6.253
1297.000000,1,34.30024,20.06788,57708.1,-2260,3029,6.244
1298.000000,1,34.30419,20.01741,57688.2,-2259,3028,6.236
1299.000000,1,34.30815,19.96694,57668.4,-2258,3027,6.228
1300.000000,1,34.31211,19.91648,57648.5,-2258,3025,6.219
1301.000000,1,34.31606,19.86601,57628.6,-2257,3024,6.211
1302.000000,1,34.32002,19.81554,57608.7,-2256,3023,6.203
1303.000000,1,34.32398,19.76508,57588.9,-2255,3022,6.194
1304.000000,1,34.32793,19.71461,57569,-2254,3020,6.186
1305.000000,1,34.33189,19.66414,57549.1,-2254,3019,6.178
1306.000000,1,34.33585,19.61368,57529.2,-2253,3018,6.169
1307.000000,1,34.33980,19.56321,57509.4,-2252,3017,6.161
1308.000000,1,34.34376,19.51274,57489.5,-2251,3016,6.153
1309.000000,1,34.34771,19.46228,57469.6,-2250,3014,6.144
1310.000000,1,34.35167,19.41181,57449.7,-2250,3013,6.136
1311.000000,1,34.35562,19.36134,57429.8,-2249,3012,6.127
1312.000000,1,34.35958,19.31088,57410,-2248,3011,6.119
1313.000000,1,34.36353,19.26041,57390.1,-2247,3010,6.111
1314.000000,1,34.36749,19.20994,57370.2,-2246,3008,6.102
1315.000000,1,34.37144,19.15947,57350.3,-2246,3007,6.094
1316.000000,1,34.37539,19.10900,57330.5,-2245,3006,6.086
1317.000000,1,34.37935,19.05854,57310.6,-2244,3005,6.077
1318.000000,1,34.38330,19.00807,57290.7,-2243,3003,6.069
1319.000000,1,34.38725,18.95760,57270.8,-2242,3002,6.06
1320.000000,1,34.39121,18.90713,57251,-2242,3001,6.052
1321.000000,1,34.39516,18.85666,57231.1,-2241,3000,6.044
1322.000000,1,34.39911,18.80620,57211.2,-2240,2999,6.035
1323.000000,1,34.40306,18.75573,57191.3,-2239,2997,6.027
1324.000000,1,34.40702,18.70526,57171.5,-2238,2996,6.019
1325.000000,1,34.41097,18.65479,57151.6,-2238,2995,6.011
1326.000000,1,34.41492,18.60432,57131.7,-2237,2994,6.002
1327.000000,1,34.41887,18.55385,57111.8,-2236,2993,5.994
1328.000000,1,34.42282,18.50338,57092,-2235,2991,5.986
1329.000000,1,34.42677,18.45291,57072.1,-2234,2990,5.977
1330.000000,1,34.43072,18.40244,57052.2,-2234,2989,5.969
1331.000000,1,34.43467,18.35197,57032.3,-2233,2988,5.961
1332.000000,1,34.43862,18.30150,57012.5,-2232,2986,5.953
1333.000000,1,34.44257,18.25103,56992.6,-2231,2985,5.945
1334.000000,1,34.44652,18.20056,56972.7,-2230,2984,5.936
1335.000000,1,34.45047,18.15009,56952.8,-2230,2983,5.928
1336.000000,1,34.45442,18.09962,56933,-2229,2982,5.92
1337.000000,1,34.45837,18.04914,56913.1,-2228,2980,5.912
1338.000000,1,34.46231,17.99867,56893.2,-2227,2979,5.904
1339.000000,1,34.46626,17.94820,56873.3,-2226,2978,5.896
1340.000000,1,34.47021,17.89773,56853.5,-2226,2977,5.888
1341.000000,1,34.47416,17.84726,56833.6,-2225,2975,5.88
1342.000000,1,34.47810,17.79678,56813.7,-2224,2974,5.872
1343.000000,1,34.48205,17.74631,56793.8,-2223,2973,5.864
1344.000000,1,34.48600,17.69584,56774,-2222,2972,5.856
1345.000000,1,34.48994,17.64536,56754.1,-2222,2971,5.848
1346.000000,1,34.49389,17.59489,56734.2,-2221,2969,5.84
1347.000000,1,34.49783,17.54442,56714.3,-2220,2968,5.832
1348.000000,1,34.50178,17.49394,56694.4,-2219,2967,5.824
1349.000000,1,34.50572,17.44347,56674.6,-2219,2966,5.816
1350.000000,1,34.50967,17.39299,56654.7,-2218,2964,5.808
1351.000000,1,34.51361,17.34252,56634.8,-2217,2963,5.8
1352.000000,1,34.51756,17.29204,56614.9,-2216,2962,5.793
1353.000000,1,34.52150,17.24156,56595.1,-2215,2961,5.785
1354.000000,1,34.52544,17.19109,56575.2,-2215,2959,5.777
1355.000000,1,34.52939,17.14061,56555.3,-2214,2958,5.77
1356.000000,1,34.53333,17.09014,56535.4,-2213,2957,5.762
1357.000000,1,34.53727,17.03966,56515.6,-2212,2956,5.754
1358.000000,1,34.54121,16.98918,56495.7,-2211,2955,5.747
1359.000000,1,34.54515,16.93870,56475.8,-2211,2953,5.739
1360.000000,1,34.54909,16.88822,56455.9,-2210,2952,5.732
1361.000000,1,34.55303,16.83775,56436.1,-2209,2951,5.724
1362.000000,1,34.55698,16.78727,56416.2,-2208,2950,5.717
1363.000000,1,34.56092,16.73679,56396.3,-2207,2948,5.71
1364.000000,1,34.56485,16.68631,56376.4,-2207,2947,5.702
1365.000000,1,34.56879,16.63583,56356.6,-2206,2946,5.695
1366.000000,1,34.57273,16.58535,56336.7,-2205,2945,5.688
1367.000000,1,34.57667,16.53487,56316.8,-2204,2944,5.68
1368.000000,1,34.58061,16.48439,56296.9,-2204,2942,5.673
1369.000000,1,34.58455,16.43391,56277.1,-2203,2941,5.666
1370.000000,1,34.58848,16.38342,56257.2,-2202,2940,5.659
1371.000000,1,34.59242,16.33294,56237.3,-2201,2939,5.652
1372.000000,1,34.59636,16.28246,56217.4,-2200,2937,5.645
1373.000000,1,34.60029,16.23198,56197.6,-2200,2936,5.638
1374.000000,1,34.60423,16.18149,56177.7,-2199,2935,5.631
1375.000000,1,34.60816,16.13101,56157.8,-2198,2934,5.624
1376.000000,1,34.61210,16.08052,56137.9,-2197,2932,5.617
1377.000000,1,34.61603,16.03004,56118.1,-2196,2931,5.611
1378.000000,1,34.61997,15.97955,56098.2,-2196,2930,5.604
1379.000000,1,34.62390,15.92907,56078.3,-2195,2929,5.597
1380.000000,1,34.62784,15.87858,56058.4,-2194,2928,5.59
1381.000000,1,34.63177,15.82810,56038.6,-2193,2926,5.584
1382.000000,1,34.63570,15.77761,56018.7,-2192,2925,5.577
1383.000000,1,34.63963,15.72712,55998.8,-2192,2924,5.571
1384.000000,1,34.64356,15.67664,55978.9,-2191,2923,5.564
1385.000000,1,34.64750,15.62615,55959.1,-2190,2921,5.558
1386.000000,1,34.65143,15.57566,55939.2,-2189,2920,5.552
1387.000000,1,34.65536,15.52517,55919.3,-2189,2919,5.545
1388.000000,1,34.65929,15.47468,55899.4,-2188,2918,5.539
1389.000000,1,34.66322,15.42419,55879.5,-2187,2917,5.533
1390.000000,1,34.66714,15.37370,55859.7,-2186,2915,5.527
1391.000000,1,34.67107,15.32321,55839.8,-2185,2914,5.521
1392.000000,1,34.67500,15.27272,55819.9,-2185,2913,5.515
1393.000000,1,34.67893,15.22222,55800,-2184,2912,5.509
1394.000000,1,34.68286,15.17173,55780.2,-2183,2910,5.503
1395.000000,1,34.68678,15.12124,55760.3,-2182,2909,5.497
1396.000000,1,34.69071,15.07074,55740.4,-2181,2908,5.492
1397.000000,1,34.69463,15.02025,55720.5,-2181,2907,5.486
1398.000000,1,34.69856,14.96976,55700.7,-2180,2905,5.48
1399.000000,1,34.70248,14.91926,55680.8,-2179,2904,5.475
1400.000000,1,34.70641,14.86876,55660.9,-2178,2903,5.469
1401.000000,1,34.71033,14.81827,55641,-2178,2902,5.464
